No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM284906655229,2,Implantation,9442833510272114.0,1.802463392764093e+17,4.576041404746157e+17,3.0200200991633235e+17,6e+17,31671.478769,104.563313,919.028016,157,16,4,04-03-2026
NOLSM8069675700,3,Implantation,3150229821781682.0,5.110168818133764e+16,1.0496861230195968e+18,3.0100251053837005e+17,6e+17,30875.628743,103.347303,881.000073,154,16,5,04-03-2026
NOLSM32598938,3,Implantation,1.2585643901385894e+16,2.3782146766448536e+16,7.293742865003144e+17,3.01011448858318e+17,6e+17,32019.965062,103.837496,870.959961,154,16,6,04-03-2026
NOLSM622275887053,2,Implantation,1.8597873039193504e+16,1.385168608302429e+17,3.259613915086237e+17,3.009946994476251e+17,6e+17,32436.917302,105.791542,908.043151,156,16,7,04-03-2026
NOLSM28109233500,1,Implantation,1.059183318661799e+16,6.35419448050742e+16,5.178095055083197e+17,3.019969940226048e+17,6e+17,31492.156619,104.620183,890.933926,157,16,8,04-03-2026
NOLSM365864598,1,Implantation,9411019482562328.0,1.7990261457301424e+17,9.199099738119432e+17,2.990030159109633e+17,6e+17,30734.114827,105.217248,910.135843,153,16,9,04-03-2026
NOLSM85340674,2,Implantation,1.2307224895936454e+16,1.476232847927097e+17,4.058965509955226e+17,2.999975950148233e+17,6e+17,32058.573186,106.011306,897.919914,152,16,10,04-03-2026
NOLSM796983832,3,Implantation,1.2967919215866094e+16,1.0200822853326237e+17,7.46065379460403e+17,2.989946547312716e+17,6e+17,31365.204292,103.496123,899.978679,152,16,11,04-03-2026
NOLSM2919277111,3,Implantation,7512386729773797.0,9.48028396266166e+16,9.693018733146232e+17,3.0199651657872416e+17,6e+17,32541.723117,101.594088,891.989734,153,16,12,04-03-2026
NOLSM650106511,2,Implantation,9654482357910290.0,4.699293611126181e+16,6.641606467344938e+17,2.9800866354508346e+17,6e+17,33033.026445,104.314563,923.097095,152,16,13,04-03-2026
NOLSM760336130,1,Implantation,1.122865684512017e+16,1.5432027758794275e+17,6.70494974269597e+17,2.9999712983606886e+17,6e+17,31945.860812,101.048089,884.00141,153,16,14,04-03-2026
NOLSM301192755871,1,Implantation,1.3906243059782556e+16,7.186666621392674e+16,7.39291516512805e+17,2.9998935859871315e+17,6e+17,31900.658144,105.237065,873.02018,155,16,15,04-03-2026
NOLSM83382405,2,Implantation,1.6026980334133068e+16,9.193636575512406e+16,3.731765160711666e+17,3.00010317670746e+17,6e+17,32606.676845,102.851355,904.093433,155,16,16,04-03-2026
NOLSM0959171328,3,Implantation,3635088885746384.0,1.2207550777431566e+17,4.46755763189274e+17,3.010029808577144e+17,6e+17,31573.132743,101.128047,892.094475,155,16,17,04-03-2026
NOLSM263520531,2,Implantation,1.4367725815444994e+16,2.0405598619338618e+17,2.4298685068912387e+17,3.0200162371100186e+17,6e+17,32056.422836,105.795067,940.024395,155,16,18,04-03-2026
NOLSM455815835,1,Implantation,1.5284508073410928e+16,1.8977954312378048e+17,4.883803870951229e+17,3.000049869383113e+17,6e+17,31413.727991,102.38609,877.971976,156,16,19,04-03-2026
NOLSM43911163,1,Implantation,1.3481326153664394e+16,1.1961958234413158e+17,4.033677338102488e+17,3.0099753945817926e+17,6e+17,31369.0446,102.872714,904.108456,155,16,20,04-03-2026
NOLSM19845529,3,Implantation,9309875326155284.0,6.30140685429109e+16,4.246084688119216e+17,3.0100702187766e+17,6e+17,31687.480551,105.473407,905.851368,156,16,21,04-03-2026
NOLSM674128577405,3,Implantation,8947435590393374.0,9.324108738787267e+16,2.6406318520881443e+17,2.999907699800157e+17,6e+17,31608.030831,104.196111,886.033681,154,16,22,04-03-2026
NOLSM11904121,2,Implantation,6923353794343737.0,2.538164140373437e+16,6.46247714167424e+17,3.019959040456619e+17,6e+17,31249.921243,104.093759,881.880853,151,16,23,04-03-2026
NOLSM3289162973,1,Implantation,1.0688843199215998e+16,1.3279970161284848e+17,3.868065389815057e+17,3.0099370138055264e+17,6e+17,32202.127293,103.037293,913.981929,152,16,24,04-03-2026
NOLSM82606915852,1,Implantation,8524264941086653.0,1.3393510132110048e+17,8.188696094964076e+17,2.9999624886235565e+17,6e+17,31831.847553,99.999471,902.093508,155,16,25,04-03-2026
NOLSM33799696,2,Implantation,2588437330550691.0,7.251687038466189e+16,5.993795288783192e+17,3.0099368027956435e+17,6e+17,30829.981451,103.347407,896.06325,153,16,26,04-03-2026
NOLSM18510003380,3,Implantation,1.0380916712571448e+16,1.179136548540033e+17,3.433953603595303e+17,2.9998969155985574e+17,6e+17,31873.908441,103.264295,905.952447,153,16,27,04-03-2026
NOLSM2715395488,1,Implantation,1.49742444602924e+16,1.089681126765251e+17,4.136774433283056e+17,2.9898998323034886e+17,6e+17,32419.84721,102.766828,923.021827,157,17,28,05-03-2026
NOLSM20520547,2,Implantation,1.0630974365228908e+16,1.0705869799183514e+17,7.086665118766547e+17,3.020063745993689e+17,6e+17,31591.602206,103.089663,884.003989,156,17,29,05-03-2026
NOLSM747933935,3,Implantation,1.370406057944483e+16,1.05014570714331e+17,5.566543521005808e+17,2.990114355554986e+17,6e+17,31894.524928,102.946912,908.928751,151,17,30,05-03-2026
NOLSM88264812944,1,Implantation,4029986024245471.0,2.049809765086725e+16,6.160145670507276e+17,3.009904936974447e+17,6e+17,32426.857917,100.466326,872.974021,155,17,31,05-03-2026
NOLSM677002009,2,Implantation,8547479493437304.0,1.3710054588163322e+17,2.8168920940098547e+17,3.009960741818367e+17,6e+17,31511.857206,101.751069,910.050968,157,17,32,05-03-2026
NOLSM81868200,3,Implantation,1.195099354575469e+16,9.066092212395286e+16,8.646171106206598e+17,3.010129398364978e+17,6e+17,31824.859718,103.967742,890.96208,151,17,33,05-03-2026
NOLSM9568541170,1,Implantation,1.0392210837490596e+16,8.797042835123432e+16,1.0314709552565088e+18,2.979975388324443e+17,6e+17,31767.041778,99.341275,883.038701,157,17,34,05-03-2026
NOLSM9664266612,2,Implantation,9513389763769106.0,1.2779112252159283e+17,5.206156602997559e+17,3.000096691567218e+17,6e+17,31581.810532,104.284114,897.930679,155,17,35,05-03-2026
NOLSM3890663024,3,Implantation,9548892965663004.0,8.432716172567971e+16,2.210593169213833e+17,2.990079551102647e+17,6e+17,32273.041006,103.157435,897.910304,153,17,36,05-03-2026
NOLSM16996949503,1,Implantation,1.0385247513525426e+16,7.775905906393659e+16,8.877319871106295e+17,2.990010462511714e+17,6e+17,32210.446642,104.876583,924.106244,157,17,37,05-03-2026
NOLSM71065471180,2,Implantation,1.087432076420502e+16,8.65429338836794e+16,6.169829250913715e+17,2.990034817206716e+17,6e+17,31551.22272,104.849475,881.13588,154,17,38,05-03-2026
NOLSM247637916452,3,Implantation,8853153680190203.0,9.77639253440135e+16,5.914441809163025e+17,2.990044753159612e+17,6e+17,32085.315136,103.002849,895.061585,157,17,39,05-03-2026
NOLSM9661091792,1,Implantation,1.6322137853091724e+16,1.3802910678379014e+17,7.564163486978049e+17,3.009997318552911e+17,6e+17,31505.127309,102.758117,909.978185,153,17,40,05-03-2026
NOLSM3725120835,2,Implantation,9300079875327122.0,1.6560488920468816e+17,2.974589959011512e+17,2.999971055690225e+17,6e+17,30660.765826,103.375731,922.122149,153,17,41,05-03-2026
NOLSM789141465,3,Implantation,1.6787418523804042e+16,1.25394639881471e+17,1.1006655914302772e+18,3.009924379004717e+17,6e+17,31540.912995,100.199827,905.009117,151,17,42,05-03-2026
NOLSM16980268469,1,Implantation,1.358499708326498e+16,1.4612010861486966e+17,4.78298312208855e+17,3.000020540129387e+17,6e+17,31485.428676,102.631282,884.914476,154,17,43,05-03-2026
NOLSM41701265643,2,Implantation,1.64013270077909e+16,4.640449939994727e+16,2.551932235928072e+17,3.010025369579753e+17,6e+17,31180.575214,103.448005,903.991692,153,17,44,05-03-2026
NOLSM9617522425,3,Implantation,9283781618885512.0,8.387611791603923e+16,1.0577553405246044e+18,2.989960634915297e+17,6e+17,32288.003776,100.417496,903.983548,158,17,45,05-03-2026
NOLSM786293918,1,Implantation,9539997854606994.0,8.489435009159507e+16,5.926182719363789e+17,3.009968047540719e+17,6e+17,31689.925671,101.695935,905.12173,156,17,46,05-03-2026
NOLSM195610602316,2,Implantation,1.2011148721330212e+16,1.0371854013030848e+17,7.71557441346809e+17,3.020017291447774e+17,6e+17,31471.292538,102.855717,903.127415,155,17,47,05-03-2026
NOLSM079631615066,3,Implantation,1.2405928277899276e+16,8.199572303886112e+16,5.961685858530277e+17,2.990054854376056e+17,6e+17,32008.196994,99.664778,899.011432,157,17,48,05-03-2026
NOLSM33941893828,1,Implantation,1.7994908287115474e+16,9.53465162935681e+16,6.161417136817701e+17,3.0000003361552723e+17,6e+17,31066.331058,101.928456,902.938998,152,17,49,05-03-2026
NOLSM63695337,2,Implantation,1.6763580979805868e+16,1.0807917229091288e+17,5.696003385374464e+17,2.999955790597201e+17,6e+17,31557.275511,102.644643,894.137629,157,17,50,05-03-2026
NOLSM55013550714,3,Implantation,1.3475009159990024e+16,4.002394788422384e+16,4.442255419339474e+17,2.9899890965747386e+17,6e+17,32333.063323,104.010731,901.925208,154,17,51,05-03-2026
NOLSM44979680551,1,Implantation,1.3237982889706452e+16,1.476138107039481e+17,5.506978157749052e+17,3.000151324856626e+17,6e+17,32054.496463,103.625434,898.890971,159,17,52,05-03-2026
NOLSM7598946545,2,Implantation,1.4695117113280836e+16,3.898365507786682e+16,4.857555804996453e+17,3.0200876164273114e+17,6e+17,31181.614869,102.493492,902.005062,149,17,53,05-03-2026
NOLSM20058718783,3,Implantation,6180161821199840.0,1.1827519778183795e+17,8.25741605079665e+17,3.0201036526687334e+17,6e+17,32460.868426,103.370869,899.709283,153,17,54,05-03-2026
NOLSM10897670,3,Implantation,1.4969475469984162e+16,1.0906212195413667e+17,4.124826971992452e+17,2.990027056969652e+17,6e+17,32421.765413,102.757838,922.997906,157,17,1,05-03-2026
NOLSM98853136,2,Implantation,1.059951166583481e+16,1.0694576153214435e+17,7.076540764015817e+17,3.0200325788146426e+17,6e+17,31594.937262,103.089294,883.98599,156,17,2,05-03-2026
NOLSM82342340,1,Implantation,1.3738832624599948e+16,1.0475967479359154e+17,5.53657510023168e+17,2.990034019886519e+17,6e+17,31897.73707,102.958028,908.962899,151,17,3,05-03-2026
NOLSM99383048,1,Implantation,3996183339379842.5,1.984250342349293e+16,6.143599028202565e+17,3.009884142510239e+17,6e+17,32431.218902,100.473734,873.070717,155,17,4,05-03-2026
NOLSM4220118671,2,Implantation,8542609275330893.0,1.3697109680264605e+17,2.7897644547079696e+17,3.01000249822493e+17,6e+17,31505.358764,101.759225,910.110404,157,17,5,05-03-2026
NOLSM29108736,3,Implantation,1.1915875385725648e+16,9.074823987899182e+16,8.63904467656404e+17,3.0100455795156986e+17,6e+17,31820.986837,103.960407,890.927118,151,17,6,05-03-2026
NOLSM22319392718,2,Implantation,1.0378905721309596e+16,8.815383425388749e+16,1.0287253706800378e+18,2.979950139287232e+17,6e+17,31766.248331,99.322105,883.011213,157,17,7,05-03-2026
NOLSM3992277530,1,Implantation,9497557720566498.0,1.2828765344968458e+17,5.183411267643871e+17,2.999929904779874e+17,6e+17,31578.083994,104.279345,897.961389,155,17,8,05-03-2026
NOLSM75126334768,1,Implantation,9562544853567794.0,8.454069121398022e+16,2.200607303770632e+17,2.990033218483997e+17,6e+17,32276.81383,103.148253,898.035449,153,17,9,05-03-2026
NOLSM035589445525,3,Implantation,1.0393531718489592e+16,7.782311501124242e+16,8.91749371071105e+17,2.9900221931131994e+17,6e+17,32214.337318,104.862482,924.016626,157,17,10,05-03-2026
NOLSM54204555232,3,Implantation,1.0890154658216302e+16,8.591230462721613e+16,6.146092111557094e+17,2.9899967452279674e+17,6e+17,31549.211128,104.859003,881.073442,154,17,11,05-03-2026
NOLSM767560943,2,Implantation,8866055235949709.0,9.786357747106733e+16,5.911255112218781e+17,2.989898349851164e+17,6e+17,32090.503627,102.998458,895.032068,157,17,12,05-03-2026
NOLSM218791522,1,Implantation,1.6332123390283848e+16,1.383316347707199e+17,7.54163951109973e+17,3.009918289801089e+17,6e+17,31501.508378,102.767661,910.044716,153,17,13,05-03-2026
NOLSM669066551222,1,Implantation,9293842182390150.0,1.6476791745896125e+17,2.933563734795274e+17,3.000033654935446e+17,6e+17,30663.494303,103.386561,921.951766,153,17,14,05-03-2026
NOLSM851295365,2,Implantation,1.6806745548377894e+16,1.2582848697220418e+17,1.0998292906376662e+18,3.0100269957939085e+17,6e+17,31543.548154,100.202548,905.000389,151,17,15,05-03-2026
NOLSM27851022740,3,Implantation,1.364225896815815e+16,1.4562774485053862e+17,4.76296138423273e+17,2.9999117720331283e+17,6e+17,31489.056973,102.629536,884.924388,154,17,16,05-03-2026
NOLSM3649593181,3,Implantation,1.638854783131066e+16,4.6565721249372e+16,2.59343235392583e+17,3.009895910343773e+17,6e+17,31180.165197,103.467013,903.966457,153,17,17,05-03-2026
NOLSM102560440,1,Implantation,9219204979408014.0,8.372657266067776e+16,1.0605793182113056e+18,2.990031985635659e+17,6e+17,32293.257601,100.40004,904.105223,158,17,18,05-03-2026
NOLSM90066262193,1,Implantation,9515253223229700.0,8.46556897826761e+16,5.89413176110113e+17,3.010069547109995e+17,6e+17,31686.28385,101.697771,905.024906,156,17,19,05-03-2026
NOLSM260517429,3,Implantation,1.199806821039193e+16,1.0376364704424926e+17,7.729226495460788e+17,3.0200431214342675e+17,6e+17,31473.830927,102.872354,902.951111,155,17,20,05-03-2026
NOLSM1470022656,3,Implantation,1.237159924722861e+16,8.128516778880298e+16,5.91237619184924e+17,2.9899463080535514e+17,6e+17,32008.222902,99.662253,899.057006,157,17,21,05-03-2026
NOLSM11908692126,2,Implantation,1.80181900163792e+16,9.505485300848502e+16,6.129145070839548e+17,2.999977709552066e+17,6e+17,31070.929219,101.930799,902.916548,152,17,22,05-03-2026
NOLSM281695565142,1,Implantation,1.6820336756593788e+16,1.079508137289679e+17,5.704563094123832e+17,2.9999540116819e+17,6e+17,31559.488815,102.644025,894.051099,157,17,23,05-03-2026
NOLSM79103391,1,Implantation,1.3478825530239846e+16,3.965372366626541e+16,4.459422801424864e+17,2.989914700474731e+17,6e+17,32337.491023,104.012864,901.962528,154,17,24,05-03-2026
NOLSM266053772309,3,Implantation,1.3211180147332596e+16,1.487392786171991e+17,5.536548451957463e+17,2.9999911546518995e+17,6e+17,32047.669624,103.596286,898.954367,159,17,25,05-03-2026
NOLSM668988578,3,Implantation,1.4705561563882814e+16,3.9447165707580136e+16,4.86545676164056e+17,3.0200675439250624e+17,6e+17,31179.599252,102.498498,901.915889,149,17,26,05-03-2026
NOLSM63353677719,2,Implantation,6205795382530378.0,1.1777597157737258e+17,8.260570501265876e+17,3.0199174672994144e+17,6e+17,32462.561601,103.369696,899.973713,153,17,27,05-03-2026
NOLSM113434369,1,Implantation,1.707202375132443e+16,3490414572698540.5,6349004037181870.0,3.000006711572685e+17,6e+17,32204.305977,99.970229,912.174026,150,18,28,06-03-2026
NOLSM01099259,2,Implantation,1.7179531099436532e+16,1416529573438610.5,3.487052770298592e+17,2.989984479004283e+17,6e+17,32193.337803,101.391103,912.930658,152,18,29,06-03-2026
NOLSM5054656106,3,Implantation,8839134616081626.0,1.1075934125296462e+16,1978563126409700.8,3.0100698249299206e+17,6e+17,32195.377304,102.722276,915.056092,154,18,30,06-03-2026
NOLSM16252941,1,Implantation,1.211364598968843e+16,6489507950589458.0,6.224205395791429e+17,2.979962618069241e+17,6e+17,32200.759182,102.497812,914.893155,154,18,31,06-03-2026
NOLSM70717936,2,Implantation,5732503160860904.0,4.604442820959274e+16,2.8061658119632733e+17,3.0099810174248115e+17,6e+17,32190.652815,102.942326,912.092735,154,18,32,06-03-2026
NOLSM754029884254,3,Implantation,1.4593427501008246e+16,1.462968765267271e+17,5.105548142243405e+17,2.980017564419204e+17,6e+17,32198.425541,102.635493,913.128327,154,18,33,06-03-2026
NOLSM14838205,1,Implantation,8884399278099406.0,7788308702901517.0,2.5460966146579974e+17,2.999985232580125e+17,6e+17,32203.451485,102.875808,916.958518,154,18,34,06-03-2026
NOLSM639432059,2,Implantation,1.5663363166544774e+16,1.230957835437884e+17,831343123547655.8,3.010032759535646e+17,6e+17,32196.854378,103.43545,911.744751,155,18,35,06-03-2026
NOLSM045940490210,3,Implantation,1.6618507984740368e+16,6.670330158000899e+16,9.938964490816502e+17,2.989977489321125e+17,6e+17,32201.375674,102.475985,908.034269,154,18,36,06-03-2026
NOLSM14909093611,1,Implantation,1.0827763369784356e+16,2.6709833730402496e+16,2.984176713545596e+16,3.0198964806230214e+17,6e+17,32204.093135,103.396469,912.067049,155,18,37,06-03-2026
NOLSM45516575,2,Implantation,1.3239580575415632e+16,1.158638558645474e+17,3.921172123646138e+17,3.019985901826968e+17,6e+17,32201.351614,103.385793,913.152219,155,18,38,06-03-2026
NOLSM91640231,3,Implantation,1.6699649201209756e+16,1.4201187375813258e+17,2.543305616209147e+17,2.9798026185522976e+17,6e+17,32300.448873,104.037837,915.902352,156,18,39,06-03-2026
NOLSM28143245,1,Implantation,3091134176346198.5,684727279533823.8,1.4165986766143389e+17,2.990125417221782e+17,6e+17,32295.759314,104.131097,916.987938,156,18,40,06-03-2026
NOLSM10277358,2,Implantation,1.385184836946927e+16,1.0057978817274646e+17,6.495258186398682e+17,2.99998020833246e+17,6e+17,32298.495068,104.040152,916.858553,156,18,41,06-03-2026
NOLSM127982897,3,Implantation,1.4426100065283988e+16,2954635826846561.0,8.621386040091521e+17,3.000004676801249e+17,6e+17,32300.505948,104.018806,922.007748,156,18,42,06-03-2026
NOLSM926852467319,1,Implantation,7931061205469056.0,7.701195875930864e+16,1.9701092400382096e+17,3.0000462766374784e+17,6e+17,32293.366841,104.701363,917.11954,157,18,43,06-03-2026
NOLSM270651841,2,Implantation,9641012858269120.0,4.165225703146335e+16,2.6755478134550483e+17,3.000065390094999e+17,6e+17,32297.681655,104.066213,916.957656,156,18,44,06-03-2026
NOLSM6690935722,3,Implantation,1.471914911473087e+16,1.3807125965406509e+17,1.6277111638917956e+16,2.990071067027575e+17,6e+17,32298.607861,103.763901,916.906468,156,18,45,06-03-2026
NOLSM77186713,1,Implantation,1.5504245350072998e+16,1.553472459268674e+17,7.141129841579148e+17,2.999958850046461e+17,6e+17,32302.133904,104.073174,917.047317,156,18,46,06-03-2026
NOLSM76307967,2,Implantation,2.0380866042113068e+16,1.4802747560203332e+16,7488340907046342.0,2.9901459058791334e+17,6e+17,32300.942831,104.25499,920.026417,156,18,47,06-03-2026
NOLSM048492883,3,Implantation,1.4374084807372504e+16,4.121707816362932e+16,6.942697630750126e+16,3.01993693969293e+17,6e+17,32297.36613,104.646868,919.063008,157,18,48,06-03-2026
NOLSM76452579827,1,Implantation,6004214441232870.0,3.051225084611e+16,2.0579776617265542e+17,2.979951541859102e+17,6e+17,32297.086215,104.826603,925.022188,157,18,49,06-03-2026
NOLSM21434520351,2,Implantation,8108245481820830.0,4.302141032021968e+16,4.743219375757379e+17,2.989947930294581e+17,6e+17,32192.934155,105.348521,915.054786,158,18,50,06-03-2026
NOLSM082135088,3,Implantation,1.242696212132381e+16,2.2164748250899024e+16,1.806810739678644e+17,2.989956917872998e+17,6e+17,32202.818207,104.378687,920.038802,157,18,51,06-03-2026
NOLSM17632501620,1,Implantation,8197403075916467.0,1.6798267274131278e+16,2.4502669293158928e+17,3.00003445016045e+17,6e+17,32196.575107,104.689805,917.071075,157,18,52,06-03-2026
NOLSM998669778,2,Implantation,1.3067194513790644e+16,6.838785873101598e+16,1.7616900493072912e+17,3.010063653477329e+17,6e+17,32196.107501,104.770643,917.882438,157,18,53,06-03-2026
NOLSM774434114,3,Implantation,2911315405914465.0,2.751408695346894e+16,1.3065201720725022e+17,2.999905833459994e+17,6e+17,32200.929917,104.751011,919.97553,157,18,54,06-03-2026
NOLSM2081913169,1,Implantation,1.7043115373263206e+16,3649818234191527.0,2663590184464469.0,3.0000584415886086e+17,6e+17,32205.834957,99.978746,911.996302,150,18,1,06-03-2026
NOLSM14183800,1,Implantation,1.7239627495531098e+16,1371098899137271.2,3.4596791086146144e+17,2.989970912528843e+17,6e+17,32192.25403,101.39655,912.965795,152,18,2,06-03-2026
NOLSM38760288,2,Implantation,8813465212169843.0,1.0865845726154274e+16,518456033950652.1,3.0100581702910726e+17,6e+17,32202.300655,102.740974,915.089573,154,18,3,06-03-2026
NOLSM559304004461,3,Implantation,1.213286337953703e+16,6611329242919403.0,6.171826941657134e+17,2.980009638553522e+17,6e+17,32192.205414,102.513809,914.969419,154,18,4,06-03-2026
NOLSM943941775,3,Implantation,5699658178325729.0,4.550384475030881e+16,2.794785590337381e+17,3.009974225055096e+17,6e+17,32199.200388,102.942687,912.0286,154,18,5,06-03-2026
NOLSM3089472337,2,Implantation,1.4590973165608944e+16,1.461707831615982e+17,5.1178013547448064e+17,2.9799415109936435e+17,6e+17,32200.933063,102.623728,912.965061,154,18,6,06-03-2026
NOLSM82681327380,1,Implantation,8913892998411606.0,7794310034842522.0,2.5737490356383296e+17,3.00017143322401e+17,6e+17,32203.387955,102.898777,916.831092,154,18,7,06-03-2026
NOLSM32291991,1,Implantation,1.5691543916541642e+16,1.2269414540335747e+17,-1634281112556820.8,3.00990958014427e+17,6e+17,32191.186464,103.44784,911.974462,155,18,8,06-03-2026
NOLSM79218445,2,Implantation,1.657826758117161e+16,6.682497455326478e+16,9.921283297444844e+17,2.990101578724836e+17,6e+17,32204.174024,102.477242,907.978661,154,18,9,06-03-2026
NOLSM66850898460,3,Implantation,1.0798042353024036e+16,2.654716511180625e+16,3.379683430887232e+16,3.020075028097985e+17,6e+17,32195.59818,103.389102,912.037224,155,18,10,06-03-2026
NOLSM93453596287,2,Implantation,1.3199267837786354e+16,1.1587146570602408e+17,3.942582754811022e+17,3.020106435523522e+17,6e+17,32206.009116,103.387308,912.900872,155,18,11,06-03-2026
NOLSM11988806,1,Implantation,1.6683720979608918e+16,1.421481520534886e+17,2.5459836867113264e+17,2.979951419752212e+17,6e+17,32299.128791,104.010494,916.051936,156,18,12,06-03-2026
NOLSM28720890255,1,Implantation,3060173622839176.5,136374891409378.12,1.438315439662254e+17,2.989910618883432e+17,6e+17,32301.973592,104.133553,917.209935,156,18,13,06-03-2026
NOLSM9319594568,2,Implantation,1.3853694592644932e+16,1.0134607631871918e+17,6.510308227509087e+17,3.0000138354285254e+17,6e+17,32303.515395,104.052141,917.074471,156,18,14,06-03-2026
NOLSM63945844612,3,Implantation,1.436038563262981e+16,2251240388977370.8,8.660263865893044e+17,3.0000231189288634e+17,6e+17,32303.371375,104.01694,922.005948,156,18,15,06-03-2026
NOLSM19912544110,3,Implantation,7962644302779710.0,7.698068824719974e+16,2.023630850960048e+17,3.0000035170446835e+17,6e+17,32297.696325,104.705187,916.993565,157,18,16,06-03-2026
NOLSM6468510098,1,Implantation,9705858906455832.0,4.1995073039635096e+16,2.6667123536452752e+17,2.99993367120991e+17,6e+17,32299.433648,104.061665,917.108566,156,18,17,06-03-2026
NOLSM19227568018,1,Implantation,1.474217637930429e+16,1.3807428901096344e+17,2.056222290920192e+16,2.989894799852806e+17,6e+17,32306.450551,103.758997,917.016777,156,18,18,06-03-2026
NOLSM308838904034,2,Implantation,1.5496314464067008e+16,1.5548106199354298e+17,7.15321928093539e+17,2.999948217852347e+17,6e+17,32295.594488,104.078949,917.114484,156,18,19,06-03-2026
NOLSM2152904113,3,Implantation,2.04397051390043e+16,1.5068128240201254e+16,7782622930098861.0,2.989923207665549e+17,6e+17,32301.685678,104.26342,920.026269,156,18,20,06-03-2026
NOLSM36079895359,3,Implantation,1.440039294230608e+16,4.149630314910588e+16,7.124380484637962e+16,3.019954682623916e+17,6e+17,32302.719499,104.655,918.957122,157,18,21,06-03-2026
NOLSM0477983956,2,Implantation,5972006918020195.0,3.0052501262070644e+16,2.0776276605807226e+17,2.979989537894774e+17,6e+17,32295.964004,104.8061,924.989391,157,18,22,06-03-2026
NOLSM727405168293,1,Implantation,8141875012070310.0,4.279030121151877e+16,4.7175010893531686e+17,2.990108942108238e+17,6e+17,32192.262202,105.351995,915.009383,158,18,23,06-03-2026
NOLSM32487918916,1,Implantation,1.2408996008979796e+16,2.180265022206096e+16,1.781764381856919e+17,2.990074779130277e+17,6e+17,32199.326465,104.353334,920.038702,157,18,24,06-03-2026
NOLSM645700402986,2,Implantation,8198121872959970.0,1.680296392805749e+16,2.4847159363834413e+17,3.00002568326685e+17,6e+17,32198.784132,104.697125,916.902672,157,18,25,06-03-2026
NOLSM57753335015,3,Implantation,1.308683674195807e+16,6.945663733707711e+16,1.7631192145431267e+17,3.009921741391118e+17,6e+17,32200.070322,104.760865,918.127282,157,18,26,06-03-2026
NOLSM0856074456,3,Implantation,2887609196218245.0,2.803581196266336e+16,1.3637885889803011e+17,3.0000870054110784e+17,6e+17,32202.662416,104.728779,920.058516,157,18,27,06-03-2026
NOLSM085831239727,1,Implantation,1.428683710330826e+16,1.1379455196783757e+17,7.149175449732456e+17,3.0000372903838874e+17,6e+17,32196.581818,105.223963,918.996942,158,19,28,07-03-2026
NOLSM64482934067,2,Implantation,1.4623856094254954e+16,3.035098804585329e+16,524717661934910.5,3.009901789894e+17,6e+17,32202.700217,105.242298,924.092723,158,19,29,07-03-2026
NOLSM21480092,3,Implantation,1.1114903755206168e+16,6.391548133100455e+16,5.753316356581877e+17,3.0000201876044736e+17,6e+17,32202.577231,105.413939,928.982495,158,19,30,07-03-2026
NOLSM243577306,1,Implantation,9874998058228462.0,3434312311407819.5,5.937619696072239e+17,2.9799884485383955e+17,6e+17,32200.298638,105.813809,929.001077,159,19,31,07-03-2026
NOLSM357528234199,2,Implantation,1.9790228290229108e+16,1.170914851680434e+17,5.173528504949493e+16,2.990009991908094e+17,6e+17,32200.48224,105.930313,921.000592,159,19,32,07-03-2026
NOLSM519079909,3,Implantation,1.8495061035877784e+16,6.662600747744442e+16,1.1128317773493792e+18,3.000099612949275e+17,6e+17,32199.32395,104.265525,917.007686,156,19,33,07-03-2026
NOLSM07424003880,1,Implantation,1.1845196656206484e+16,1.0579693674872706e+17,334209347551006.5,2.999988668276605e+17,6e+17,32199.563498,103.995877,911.079328,156,19,34,07-03-2026
NOLSM3162002530,2,Implantation,1.0129786346064532e+16,947531555499510.4,6.169439457817003e+16,3.009943977353367e+17,6e+17,32196.718688,103.863167,913.185263,156,19,35,07-03-2026
NOLSM476795685,3,Implantation,9178450326161086.0,25023657887872.16,1.3604220841142586e+17,3.0000599576458496e+17,6e+17,32200.132325,103.929414,914.187711,156,19,36,07-03-2026
NOLSM11151277,1,Implantation,2.141735524822117e+16,4.1659055772892216e+16,3.6002427853931174e+17,2.990027105276364e+17,6e+17,32198.717681,104.315459,910.030915,156,19,37,07-03-2026
NOLSM3870703956,2,Implantation,8781381803481832.0,8.53431130875609e+16,4.281479953829824e+17,2.9899489522321754e+17,6e+17,32200.533203,103.806045,907.870258,156,19,38,07-03-2026
NOLSM377853169,3,Implantation,1.1609146803017752e+16,1.000519778876858e+17,3.5257617337635603e+17,3.0100102556620634e+17,6e+17,32193.23032,103.518047,915.172709,155,19,39,07-03-2026
NOLSM2231429468,1,Implantation,2.111129114509642e+16,3975136145717152.0,6951589330042391.0,2.989975445970526e+17,6e+17,32205.598391,104.803469,916.05645,157,19,40,07-03-2026
NOLSM895529834,2,Implantation,1.9215822171004416e+16,5936620307576810.0,1.14944573626217e+18,3.009999306290699e+17,6e+17,32199.423173,104.753841,910.933608,157,19,41,07-03-2026
