순번,생산라인코드,생산라인명,생산일자,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간
1,C088,냉동밥 취반#1,2025-09-16,2BA03231,퀴노아렌틸콩현미볶음밥10kg(재),W003,70.933,85.633,121.826,24.129,214.215,73.35
2,D088,냉동밥 내포장#1,2025-09-16,1BA03282,퀴노아렌틸콩현미볶음밥5kg,W005,72.874,101.774,136.846,23.381,205.934,75.33
15,C087,냉동밥 취반#2,2025-09-19,2BA03157,비비고낙지비빔밥200g(재),W003,71.144,108.544,144.128,23.722,209.906,72.13
2,C088,냉동밥 취반#1,2025-09-19,2BA03093,비비고취나물밥200g(재),W003,70.973,99.673,135.437,23.842,205.705,74.68
7,C088,냉동밥 취반#1,2025-09-19,2BA03094,비비고곤드레밥200g(재),W003,71.78,94.78,129.776,23.331,198.618,78.75
12,C088,냉동밥 취반#1,2025-09-19,2BA03271,하나로햄야채볶음밥(재),W003,71.125,123.225,158.947,23.815,209.819,76.55
14,C088,냉동밥 취반#1,2025-09-20,2BA03273,하나로치킨데리야끼볶음밥(재),W003,71.588,109.388,144.988,23.733,207.543,75.08
3,D088,냉동밥 내포장#1,2025-09-19,1BA03093,비비고취나물밥200g,W005,71.32,112.22,146.988,23.179,208.299,
6,D088,냉동밥 내포장#1,2025-09-19,1BA03094,비비고곤드레밥200g,W005,70.404,106.304,143.175,24.58,218.14,78.86
11,D088,냉동밥 내포장#1,2025-09-19,1BA03176,비비고시래기나물밥200g,W005,70.369,87.469,121.93,22.974,199.801,
13,D088,냉동밥 내포장#1,2025-09-19,1BA03271,하나로햄야채볶음밥,W005,71.378,97.878,133.319,23.627,205.827,72.89
7,C087,냉동밥 취반#2,2025-09-20,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.646,109.546,145.329,23.855,207.307,74.66
18,C088,냉동밥 취반#1,2025-09-21,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,69.604,119.204,154.761,23.705,210.719,73.01
19,C088,냉동밥 취반#1,2025-09-21,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,70.569,105.369,141.137,23.846,203.437,74.28
1,D087,냉동밥 내포장#2,2025-09-20,1BA03157,비비고낙지비빔밥200g,W005,71.4,89.6,125.522,23.948,213.528,72.64
2,D087,냉동밥 내포장#2,2025-09-20,1BA03157,비비고낙지비빔밥200g,W005,72.022,131.622,167.221,23.732,209.216,75.05
6,D087,냉동밥 내포장#2,2025-09-20,1BA03200,비비고새우볶음밥210g(알밥),W005,70.147,119.247,154.554,23.538,212.652,77.71
3,D088,냉동밥 내포장#1,2025-09-20,1BA10017,"비비고시래기나물밥(밥,씨앗강된장,들기름)",W005,71.719,107.919,143.985,24.043,210.962,80.48
4,D088,냉동밥 내포장#1,2025-09-20,1BA03273,하나로치킨데리야끼볶음밥,W005,71.213,107.513,142.741,23.486,206.617,75.83
5,D088,냉동밥 내포장#1,2025-09-20,1BA03273,하나로치킨데리야끼볶음밥,W005,71.967,114.967,149.854,23.258,201.14,71.82
16,D088,냉동밥 내포장#1,2025-09-20,1BA03075,CJ새우볶음밥3kg,W005,70.761,115.461,150.315,23.236,203.328,74.85
17,D088,냉동밥 내포장#1,2025-09-20,1BA03075,CJ새우볶음밥3kg,W005,72.997,118.697,153.567,23.247,195.084,76.44
5,C087,냉동밥 취반#2,2025-09-21,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,72.272,109.172,143.37,22.799,199.548,
19,C087,냉동밥 취반#2,2025-09-22,2BA03158,비비고불고기비빔밥200g(재),W003,71.269,113.069,148.6,23.687,205.436,76.66
20,C087,냉동밥 취반#2,2025-09-22,2BA03158,비비고불고기비빔밥200g(재),W003,71.469,111.569,146.858,23.525,208.105,71.44
15,C088,냉동밥 취반#1,2025-09-21,2BA03074,CJ햄야채볶음밥3kg(재),W003,71.217,102.617,138.02,23.602,204.202,76.37
18,C088,냉동밥 취반#1,2025-09-22,2BA03119,홍익돈까스 야채볶음밥(재),W003,71.418,104.518,139.064,23.031,203.554,
3,D087,냉동밥 내포장#2,2025-09-21,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.583,107.683,143.722,24.026,210.385,77.07
4,D087,냉동밥 내포장#2,2025-09-21,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.517,116.717,152.193,23.651,201.733,73.58
1,D088,냉동밥 내포장#1,2025-09-21,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,71.271,105.571,140.868,23.531,202.37,76.24
2,D088,냉동밥 내포장#1,2025-09-21,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,73.065,119.865,155.857,23.994,213.679,78.59
8,D088,냉동밥 내포장#1,2025-09-21,1BA03216,AAF게살새우볶음밥(알밥)*,W005,70.374,65.474,100.483,23.339,204.518,75.35
14,D088,냉동밥 내포장#1,2025-09-21,1BA03071,CJ햄야채볶음밥/20개입,W005,70.231,105.331,140.365,23.356,208.623,75.31
16,D088,냉동밥 내포장#1,2025-09-21,1BA03074,CJ햄야채볶음밥3kg,W005,71.343,109.143,144.574,23.621,206.003,74.42
21,D088,냉동밥 내포장#1,2025-09-22,1BA03070,CJ해물볶음밥/20개입,W005,70.679,107.079,142.274,23.463,205.624,76.84
12,C087,냉동밥 취반#2,2025-09-22,2BA03158,비비고불고기비빔밥200g(재),W003,73.017,97.717,132.862,23.43,209.882,72.54
15,C087,냉동밥 취반#2,2025-09-22,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,71.898,111.898,147.141,23.495,196.707,70.74
16,C087,냉동밥 취반#2,2025-09-22,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,71.94,118.44,154.151,23.807,204.09,72.48
18,C087,냉동밥 취반#2,2025-09-23,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,72.838,121.338,156.358,23.347,205.0,72.55
6,C088,냉동밥 취반#1,2025-09-22,2BA03064,CJ해물볶음밥(재),W003,70.926,119.826,155.576,23.833,208.769,79.42
7,C088,냉동밥 취반#1,2025-09-22,2BA03064,CJ해물볶음밥(재),W003,72.342,109.142,144.678,23.69,205.547,71.42
11,C088,냉동밥 취반#1,2025-09-22,2BA03159,비비고깍두기볶음밥200g(재),W003,72.724,97.824,133.455,23.754,208.503,80.09
17,C088,냉동밥 취반#1,2025-09-23,2BA03069,CJ낙지볶음밥(재),W003,71.566,112.866,148.333,23.645,207.821,77.56
19,C088,냉동밥 취반#1,2025-09-23,2BA03047,시아스야채볶음밥3kg(재),W003,70.846,102.646,137.284,23.092,206.117,
20,C088,냉동밥 취반#1,2025-09-23,2BA03047,시아스야채볶음밥3kg(재),W003,69.877,84.877,119.893,23.344,208.842,74.44
1,D087,냉동밥 내포장#2,2025-09-22,1BA03158,비비고불고기비빔밥200g,W005,71.773,128.373,163.802,23.619,211.691,71.89
4,D087,냉동밥 내포장#2,2025-09-22,1BA03158,비비고불고기비빔밥200g,W005,72.305,106.405,141.511,23.404,202.922,72.87
13,D087,냉동밥 내포장#2,2025-09-22,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.628,100.328,136.202,23.916,211.367,73.8
14,D087,냉동밥 내포장#2,2025-09-22,1BA03175,매콤낙지볶음밥(노브랜드),W005,72.566,115.966,151.446,23.653,208.734,79.65
2,D088,냉동밥 내포장#1,2025-09-22,1BA03119,홍익돈까스 야채볶음밥,W005,71.257,93.557,128.179,23.081,199.039,
3,D088,냉동밥 내포장#1,2025-09-22,1BA03119,홍익돈까스 야채볶음밥,W005,71.253,116.653,152.192,23.693,208.588,72.43
9,D088,냉동밥 내포장#1,2025-09-22,1BA03159,비비고깍두기볶음밥200g,W005,70.555,114.155,150.257,24.068,208.336,75.7
8,D088,냉동밥 내포장#1,2025-09-22,1BA03070,CJ해물볶음밥/20개입,W005,71.954,92.954,128.378,23.616,208.094,75.2
10,D088,냉동밥 내포장#1,2025-09-22,1BA03159,비비고깍두기볶음밥200g,W005,72.668,110.568,146.417,23.9,209.56,76.13
6,C087,냉동밥 취반#2,2025-09-23,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,70.583,88.683,124.229,23.698,210.014,75.15
10,C088,냉동밥 취반#1,2025-09-23,2BA03280,야채현미밥H5kg(재),W003,71.463,101.563,137.262,23.799,207.62,73.36
1,D088,냉동밥 내포장#1,2025-09-23,1BA03069,CJ낙지볶음밥*5ea,W005,69.725,119.325,154.941,23.744,210.531,78.14
2,D088,냉동밥 내포장#1,2025-09-23,1BA03047,시아스야채볶음밥3kg,W005,71.315,96.715,132.02,23.537,212.131,75.04
4,D088,냉동밥 내포장#1,2025-09-23,1BA03280,야채현미밥H5kg,W005,71.603,114.703,149.921,23.479,207.685,70.68
9,D088,냉동밥 내포장#1,2025-09-23,1BA03280,야채현미밥H5kg,W005,72.802,125.202,160.499,23.531,205.097,74.12
11,D088,냉동밥 내포장#1,2025-09-23,1BA03280,야채현미밥H5kg,W005,71.594,93.394,129.04,23.764,201.994,79.01
14,C087,냉동밥 취반#2,2025-09-25,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.363,120.263,155.322,23.373,200.796,74.02
15,C087,냉동밥 취반#2,2025-09-25,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.649,113.549,149.038,23.659,209.589,77.78
16,C087,냉동밥 취반#2,2025-09-25,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.327,102.727,138.209,23.655,205.325,72.78
17,C087,냉동밥 취반#2,2025-09-25,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.589,105.589,140.477,23.259,201.473,69.94
18,C088,냉동밥 취반#1,2025-09-25,2BA03066,CJ새우볶음밥(재),W003,71.208,94.308,129.494,23.457,207.609,76.88
19,D088,냉동밥 내포장#1,2025-09-25,1BA03066,CJ새우볶음밥*5ea,W005,71.078,100.178,135.257,23.386,204.515,74.58
5,C087,냉동밥 취반#2,2025-09-26,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.493,107.793,143.485,23.795,211.522,72.81
15,C087,냉동밥 취반#2,2025-09-26,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.287,111.087,146.586,23.665,211.033,72.91
2,C088,냉동밥 취반#1,2025-09-26,2BA03216,AAF게살새우볶음밥(알밥)(재)*,W003,70.489,103.489,138.8,23.54,205.405,71.51
12,C088,냉동밥 취반#1,2025-09-26,2BA03216,AAF게살새우볶음밥(알밥)(재)*,W003,71.232,103.632,138.99,23.572,209.5,72.91
13,C088,냉동밥 취반#1,2025-09-26,2BA03119,홍익돈까스 야채볶음밥(재),W003,71.625,86.225,121.492,23.512,209.389,77.27
18,C088,냉동밥 취반#1,2025-09-27,2BA03093,비비고취나물밥200g(재),W003,72.961,104.861,140.62,23.839,208.974,72.64
3,D087,냉동밥 내포장#2,2025-09-26,1BA03200,비비고새우볶음밥210g(알밥),W005,72.317,107.717,143.471,23.836,210.491,78.04
6,D087,냉동밥 내포장#2,2025-09-26,1BA03200,비비고새우볶음밥210g(알밥),W005,72.232,128.532,163.389,23.239,206.792,75.78
1,D088,냉동밥 내포장#1,2025-09-26,1BA03066,CJ새우볶음밥*5ea,W005,69.83,87.43,122.212,23.189,202.47,
4,D088,냉동밥 내포장#1,2025-09-26,1BA03216,AAF게살새우볶음밥(알밥)*,W005,70.913,112.413,148.126,23.808,212.028,80.28
9,D088,냉동밥 내포장#1,2025-09-26,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.039,121.539,157.141,23.735,212.611,73.91
10,D088,냉동밥 내포장#1,2025-09-26,1BA03216,AAF게살새우볶음밥(알밥)*,W005,70.061,96.961,132.368,23.604,203.981,78.14
11,D088,냉동밥 내포장#1,2025-09-26,1BA03119,홍익돈까스 야채볶음밥,W005,72.83,114.13,149.484,23.569,206.601,70.86
14,D088,냉동밥 내포장#1,2025-09-26,1BA03119,홍익돈까스 야채볶음밥,W005,70.25,121.65,157.704,24.036,211.027,77.67
4,C087,냉동밥 취반#2,2025-09-27,2BA03157,비비고낙지비빔밥200g(재),W003,71.588,103.488,138.631,23.429,204.882,77.71
17,C087,냉동밥 취반#2,2025-09-27,2BA03174,통새우볶음밥(노브랜드)(재),W003,71.015,129.915,164.818,23.268,200.606,77.11
18,C087,냉동밥 취반#2,2025-09-27,2BA03174,통새우볶음밥(노브랜드)(재),W003,72.746,109.046,144.551,23.67,207.354,74.79
13,C088,냉동밥 취반#1,2025-09-27,2BA03065,CJ햄야채볶음밥(재),W003,71.303,113.503,148.422,23.28,209.639,73.67
14,C088,냉동밥 취반#1,2025-09-27,2BA03065,CJ햄야채볶음밥(재),W003,73.641,74.941,109.628,23.125,197.709,
23,C088,냉동밥 취반#1,2025-09-27,2BA03257,옥수수볶음밥JB 1kg(재),W003,70.197,98.997,133.96,23.309,203.557,74.92
28,C088,냉동밥 취반#1,2025-09-27,2BA03114,오늘은!새우볶음밥(재),W003,70.323,101.123,136.182,23.373,209.985,75.55
30,C088,냉동밥 취반#1,2025-09-28,2BA03114,오늘은!새우볶음밥(재),W003,72.115,111.915,146.98,23.377,202.507,73.96
2,D087,냉동밥 내포장#2,2025-09-27,1BA03157,비비고낙지비빔밥200g,W005,72.005,114.505,150.241,23.825,207.441,73.18
3,D087,냉동밥 내포장#2,2025-09-27,1BA03157,비비고낙지비빔밥200g,W005,71.088,114.688,150.042,23.57,208.584,73.82
11,D088,냉동밥 내포장#1,2025-09-27,1BA03071,CJ햄야채볶음밥/20개입,W005,69.326,113.926,149.661,23.823,211.111,78.0
16,D088,냉동밥 내포장#1,2025-09-27,1BA03071,CJ햄야채볶음밥/20개입,W005,71.087,88.987,125.016,24.02,211.112,77.85
19,D088,냉동밥 내포장#1,2025-09-27,1BA03071,CJ햄야채볶음밥/20개입,W005,70.476,85.876,121.449,23.715,208.948,75.47
22,D088,냉동밥 내포장#1,2025-09-27,1BA03257,옥수수볶음밥JB 1kg,W005,72.591,117.091,153.051,23.974,209.627,76.36
29,D088,냉동밥 내포장#1,2025-09-28,1BA03114,오늘은!새우볶음밥,W005,71.65,117.85,152.976,23.417,204.983,72.25
32,D088,냉동밥 내포장#1,2025-09-28,1BA03114,오늘은!새우볶음밥,W005,71.027,103.527,138.489,23.308,204.182,70.41
33,D088,냉동밥 내포장#1,2025-09-28,1BA03224,낙지쭈꾸미볶음밥,W005,71.561,111.661,146.907,23.497,205.669,72.15
1,C087,냉동밥 취반#2,2025-09-28,2BA03174,통새우볶음밥(노브랜드)(재),W003,70.936,120.736,156.236,23.666,205.619,75.17
9,C087,냉동밥 취반#2,2025-09-28,2BA03157,비비고낙지비빔밥200g(재),W003,70.482,112.982,148.053,23.381,206.843,73.15
10,C087,냉동밥 취반#2,2025-09-28,2BA03157,비비고낙지비빔밥200g(재),W003,72.305,122.405,158.126,23.814,207.528,73.9
11,C087,냉동밥 취반#2,2025-09-28,2BA03157,비비고낙지비빔밥200g(재),W003,72.799,107.699,143.132,23.622,202.853,78.29
2,C088,냉동밥 취반#1,2025-09-28,2BA03069,CJ낙지볶음밥(재),W003,70.301,128.101,163.43,23.553,211.108,77.87
3,C088,냉동밥 취반#1,2025-09-28,2BA03069,CJ낙지볶음밥(재),W003,72.375,139.375,174.982,23.738,211.948,74.07
8,C088,냉동밥 취반#1,2025-09-28,2BA03159,비비고깍두기볶음밥200g(재),W003,72.952,106.952,142.217,23.509,204.842,78.39
13,C088,냉동밥 취반#1,2025-09-29,2BA03049,김치볶음밥-S(재),W003,70.694,97.194,131.734,23.027,206.653,
12,D087,냉동밥 내포장#2,2025-09-28,1BA03214,닭가슴살볶음밥(노브랜드),W005,73.594,95.494,130.889,23.597,203.424,71.61
15,D087,냉동밥 내포장#2,2025-09-28,1BA03214,닭가슴살볶음밥(노브랜드),W005,71.121,98.321,133.932,23.741,210.051,77.46
16,D088,냉동밥 내포장#1,2025-09-28,1BA03159,비비고깍두기볶음밥200g,W005,70.752,113.652,149.38,23.819,208.463,72.83
4,D088,냉동밥 내포장#1,2025-09-28,1BA03073,CJ낙지볶음밥/20개입,W005,70.185,126.285,161.322,23.358,204.802,72.54
5,D088,냉동밥 내포장#1,2025-09-28,1BA03073,CJ낙지볶음밥/20개입,W005,70.517,66.017,101.787,23.847,204.614,80.54
14,D088,냉동밥 내포장#1,2025-09-28,1BA03159,비비고깍두기볶음밥200g,W005,71.984,112.384,146.758,22.917,202.452,
17,D088,냉동밥 내포장#1,2025-09-29,1BA03049,김치볶음밥-S,W005,70.322,111.122,147.25,24.086,212.09,72.99
1,C087,냉동밥 취반#2,2025-09-28,2BA03214,닭가슴살볶음밥(노브랜드)(재),W003,72.153,100.153,135.266,23.409,201.565,74.7
10,C087,냉동밥 취반#2,2025-09-29,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,72.289,100.489,136.258,23.846,207.457,73.72
2,C088,냉동밥 취반#1,2025-09-28,2BA03159,비비고깍두기볶음밥200g(재),W003,72.439,120.139,155.557,23.612,202.785,74.14
11,C088,냉동밥 취반#1,2025-09-29,2BA03049,김치볶음밥-S(재),W003,72.845,107.845,143.877,24.021,208.701,72.92
9,D087,냉동밥 내포장#2,2025-09-29,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.184,118.484,154.08,23.731,210.352,78.52
12,D087,냉동밥 내포장#2,2025-09-29,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,70.777,120.677,155.525,23.232,203.889,73.8
15,D087,냉동밥 내포장#2,2025-09-29,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,72.435,94.635,129.938,23.535,209.234,76.5
1,C087,냉동밥 취반#2,2025-09-29,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,70.898,91.198,126.07,23.248,205.454,72.65
2,C087,냉동밥 취반#2,2025-09-29,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,69.501,114.101,149.576,23.65,209.17,77.81
5,C087,냉동밥 취반#2,2025-09-30,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,69.987,82.487,117.967,23.654,202.786,74.69
3,D087,냉동밥 내포장#2,2025-09-30,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,71.26,118.56,154.643,24.056,211.059,72.33
4,D087,냉동밥 내포장#2,2025-09-30,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,71.172,100.972,136.041,23.379,202.56,74.6
10,C088,냉동밥 취반#1,2025-10-10,2BA03066,CJ새우볶음밥(재),W003,71.725,69.925,105.469,23.696,208.507,77.77
17,C088,냉동밥 취반#1,2025-10-10,2BA03074,CJ햄야채볶음밥3kg(재),W003,72.297,98.997,134.72,23.816,208.658,74.88
9,D088,냉동밥 내포장#1,2025-10-10,1BA03066,CJ새우볶음밥*5ea,W005,71.159,117.459,153.068,23.739,205.586,75.02
11,D088,냉동밥 내포장#1,2025-10-10,1BA03066,CJ새우볶음밥*5ea,W005,70.076,95.076,130.849,23.848,210.663,78.25
18,D088,냉동밥 내포장#1,2025-10-10,1BA03074,CJ햄야채볶음밥3kg,W005,71.043,107.243,142.769,23.684,209.431,76.12
2,C087,냉동밥 취반#2,2025-10-11,2BA03157,비비고낙지비빔밥200g(재),W003,71.532,116.532,151.974,23.628,206.365,72.28
3,C087,냉동밥 취반#2,2025-10-11,2BA03157,비비고낙지비빔밥200g(재),W003,71.066,108.166,143.277,23.407,203.545,74.06
6,C087,냉동밥 취반#2,2025-10-11,2BA03174,통새우볶음밥(노브랜드)(재),W003,71.344,99.044,134.874,23.887,209.128,78.6
7,C087,냉동밥 취반#2,2025-10-11,2BA03174,통새우볶음밥(노브랜드)(재),W003,71.99,107.89,143.078,23.459,208.722,72.59
1,C088,냉동밥 취반#1,2025-10-11,2BA03094,비비고곤드레밥200g(재),W003,71.502,105.802,141.665,23.909,209.336,77.87
14,C088,냉동밥 취반#1,2025-10-11,2BA03119,홍익돈까스 야채볶음밥(재),W003,70.669,96.769,132.732,23.975,208.453,75.18
15,C088,냉동밥 취반#1,2025-10-11,2BA03119,홍익돈까스 야채볶음밥(재),W003,70.234,94.634,129.083,22.966,203.699,
25,C088,냉동밥 취반#1,2025-10-12,2BA03257,옥수수볶음밥JB 1kg(재),W003,69.339,111.039,146.791,23.834,210.295,76.14
4,D087,냉동밥 내포장#2,2025-10-11,1BA03174,통새우볶음밥(노브랜드),W005,72.81,104.41,141.003,24.395,211.342,81.84
5,D087,냉동밥 내포장#2,2025-10-11,1BA03174,통새우볶음밥(노브랜드),W005,72.487,115.687,151.134,23.631,208.833,77.12
24,D087,냉동밥 내포장#2,2025-10-11,1BA03200,비비고새우볶음밥210g(알밥),W005,71.962,103.562,139.952,24.26,216.592,81.16
16,D088,냉동밥 내포장#1,2025-10-11,1BA03094,비비고곤드레밥200g,W005,71.539,108.439,144.217,23.852,209.078,74.67
17,D088,냉동밥 내포장#1,2025-10-11,1BA03094,비비고곤드레밥200g,W005,70.871,119.771,155.333,23.708,208.714,77.86
13,D088,냉동밥 내포장#1,2025-10-11,1BA03119,홍익돈까스 야채볶음밥,W005,70.422,106.722,141.768,23.364,204.063,72.83
18,D088,냉동밥 내포장#1,2025-10-11,1BA03119,홍익돈까스 야채볶음밥,W005,70.846,98.446,133.658,23.475,206.486,75.64
1,C087,냉동밥 취반#2,2025-10-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.078,99.678,134.898,23.48,207.585,78.92
2,C087,냉동밥 취반#2,2025-10-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,70.713,99.913,135.374,23.641,206.247,77.09
17,C087,냉동밥 취반#2,2025-10-12,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.834,126.234,161.49,23.505,208.812,78.18
19,C087,냉동밥 취반#2,2025-10-12,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,71.531,101.331,137.1,23.846,211.412,79.17
20,C087,냉동밥 취반#2,2025-10-12,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,73.149,116.049,151.712,23.775,212.289,72.24
3,C088,냉동밥 취반#1,2025-10-12,2BA03069,CJ낙지볶음밥(재),W003,71.691,134.191,169.396,23.47,203.61,72.49
4,C088,냉동밥 취반#1,2025-10-12,2BA03069,CJ낙지볶음밥(재),W003,69.857,98.457,133.965,23.672,208.836,72.35
10,C088,냉동밥 취반#1,2025-10-12,2BA03064,CJ해물볶음밥(재),W003,71.704,103.804,139.125,23.548,206.851,70.66
11,C088,냉동밥 취반#1,2025-10-12,2BA03064,CJ해물볶음밥(재),W003,71.578,138.478,174.104,23.751,208.771,72.68
22,C088,냉동밥 취반#1,2025-10-13,2BA03049,김치볶음밥-S(재),W003,70.707,92.607,127.856,23.499,208.362,75.8
7,D087,냉동밥 내포장#2,2025-10-12,1BA03200,비비고새우볶음밥210g(알밥),W005,70.691,89.291,124.49,23.466,210.543,75.62
9,D087,냉동밥 내포장#2,2025-10-12,1BA03200,비비고새우볶음밥210g(알밥),W005,71.196,93.596,129.466,23.913,206.601,76.42
18,D087,냉동밥 내포장#2,2025-10-12,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,72.406,118.806,153.518,23.142,206.811,
5,D088,냉동밥 내포장#1,2025-10-12,1BA03069,CJ낙지볶음밥*5ea,W005,72.756,111.056,145.885,23.219,205.288,77.43
8,D088,냉동밥 내포장#1,2025-10-12,1BA03064,CJ해물볶음밥*5ea,W005,71.802,89.802,125.45,23.766,209.306,73.02
12,D088,냉동밥 내포장#1,2025-10-12,1BA03070,CJ해물볶음밥/20개입,W005,73.789,107.289,142.572,23.522,207.359,77.6
13,D088,냉동밥 내포장#1,2025-10-12,1BA03257,옥수수볶음밥JB 1kg,W005,72.822,99.822,135.863,24.027,208.305,74.61
16,D088,냉동밥 내포장#1,2025-10-12,1BA03257,옥수수볶음밥JB 1kg,W005,72.538,92.238,127.348,23.407,206.483,77.19
24,D088,냉동밥 내포장#1,2025-10-13,1BA03049,김치볶음밥-S,W005,72.058,127.758,162.706,23.299,206.076,76.88
2,C087,냉동밥 취반#2,2025-10-13,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,72.941,108.941,143.862,23.28,203.407,76.73
11,C087,냉동밥 취반#2,2025-10-13,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,71.81,105.51,140.663,23.436,204.157,72.45
12,C087,냉동밥 취반#2,2025-10-13,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,72.224,122.824,158.073,23.499,206.034,76.15
18,C087,냉동밥 취반#2,2025-10-13,2BA03293,AAF불곱창깍두기볶음밥(미니팩)(재),W003,71.283,114.783,150.818,24.023,214.524,74.9
19,C088,냉동밥 취반#1,2025-10-13,2BA03049,김치볶음밥-S(재),W003,71.033,97.833,133.657,23.883,208.589,71.99
8,C088,냉동밥 취반#1,2025-10-13,2BA03291,AAF게살새우볶음밥(미니팩)(재),W003,68.954,108.754,144.454,23.8,211.086,72.62
9,C088,냉동밥 취반#1,2025-10-13,2BA03291,AAF게살새우볶음밥(미니팩)(재),W003,73.854,117.354,153.208,23.903,209.257,74.97
16,C088,냉동밥 취반#1,2025-10-13,2BA03292,AAF치즈불고기볶음밥(미니팩)(재),W003,72.054,105.754,140.949,23.464,201.193,71.73
6,D087,냉동밥 내포장#2,2025-10-13,1BA03175,매콤낙지볶음밥(노브랜드),W005,72.325,102.125,137.093,23.312,201.166,76.24
7,D087,냉동밥 내포장#2,2025-10-13,1BA03175,매콤낙지볶음밥(노브랜드),W005,73.187,124.287,158.833,23.031,197.734,
17,D087,냉동밥 내포장#2,2025-10-13,1BA03293,AAF불곱창깍두기볶음밥(미니팩),W005,72.626,101.726,137.531,23.87,209.763,80.39
5,D088,냉동밥 내포장#1,2025-10-13,1BA03291,AAF게살새우볶음밥(미니팩),W005,71.185,134.185,169.204,23.346,198.467,77.02
10,D088,냉동밥 내포장#1,2025-10-13,1BA03291,AAF게살새우볶음밥(미니팩),W005,72.354,106.654,142.038,23.589,204.035,77.29
15,D088,냉동밥 내포장#1,2025-10-13,1BA03292,AAF치즈불고기볶음밥(미니팩),W005,68.982,78.782,113.204,22.949,204.209,
7,C088,냉동밥 취반#1,2025-10-16,2BA03047,시아스야채볶음밥3kg(재),W003,72.213,83.513,119.193,23.787,204.84,75.66
10,C088,냉동밥 취반#1,2025-10-16,2BA03119,홍익돈까스 야채볶음밥(재),W003,71.266,89.066,124.679,23.742,208.399,80.21
14,C088,냉동밥 취반#1,2025-10-17,2BA03066,CJ새우볶음밥(재),W003,71.738,95.838,131.46,23.748,210.017,74.38
5,D088,냉동밥 내포장#1,2025-10-16,1BA03047,시아스야채볶음밥3kg,W005,71.962,85.562,121.248,23.79,205.337,75.86
6,D088,냉동밥 내포장#1,2025-10-16,1BA03047,시아스야채볶음밥3kg,W005,72.074,91.274,126.934,23.774,208.488,72.38
11,D088,냉동밥 내포장#1,2025-10-16,1BA03119,홍익돈까스 야채볶음밥,W005,72.175,88.875,124.563,23.792,206.911,73.74
12,D088,냉동밥 내포장#1,2025-10-16,1BA03119,홍익돈까스 야채볶음밥,W005,71.682,85.882,121.617,23.823,206.088,80.3
15,D088,냉동밥 내포장#1,2025-10-17,1BA03072,CJ새우볶음밥/20개입,W005,72.204,92.204,127.877,23.782,208.211,75.19
1,C087,냉동밥 취반#2,2025-10-16,2BA03216,AAF게살새우볶음밥(알밥)(재)*,W003,72.246,90.446,126.151,23.804,213.945,80.34
4,C088,냉동밥 취반#1,2025-10-17,2BA03279,탄두리닭가슴살현미볶음밥H 5kg(재),W003,72.069,85.669,121.36,23.794,209.73,72.55
5,C088,냉동밥 취반#1,2025-10-17,2BA03279,탄두리닭가슴살현미볶음밥H 5kg(재),W003,72.135,88.135,123.894,23.839,203.914,71.84
