No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM17702166372,1,photo_li,35.632795,H,405,491.045178,109.57498,7,33,23-02-2026
NOLSM41807503,1,photo_li,32.394993,I,365,547.145297,109.48247,7,34,23-02-2026
NOLSM6659976360,1,photo_li,56.402253,H,405,542.208441,107.629204,7,35,23-02-2026
NOLSM1684870154,1,photo_li,42.654647,I,365,483.137097,111.114383,7,36,23-02-2026
NOLSM6837321772,2,photo_li,46.756703,H,405,529.730105,107.429211,7,37,23-02-2026
NOLSM54753991,2,photo_li,33.661467,H,405,500.287195,107.787336,7,38,23-02-2026
NOLSM745942972351,2,photo_li,39.508701,I,365,504.649092,108.512349,7,39,23-02-2026
NOLSM944198264994,2,photo_li,36.048507,I,365,481.627797,106.234265,7,40,23-02-2026
NOLSM95667463842,2,photo_li,44.686015,H,405,533.331912,107.514196,7,41,23-02-2026
NOLSM870459158328,2,photo_li,42.230269,G,436,513.93488,106.958365,7,42,23-02-2026
NOLSM891926108,2,photo_li,58.433168,H,405,489.715777,107.939917,7,43,23-02-2026
NOLSM22921524,2,photo_li,40.927316,I,365,512.531534,109.644688,7,44,23-02-2026
NOLSM492205209804,2,photo_li,12.708972,G,436,508.017825,103.417021,7,45,23-02-2026
NOLSM105687928059,3,photo_li,39.534181,I,365,498.196476,107.128145,7,46,23-02-2026
NOLSM988765139,3,photo_li,40.005202,H,405,487.086574,108.227965,7,47,23-02-2026
NOLSM584595775760,3,photo_li,48.544528,G,436,478.927595,108.080532,7,48,23-02-2026
NOLSM999498669172,3,photo_li,61.03431,I,365,524.952338,108.832738,7,49,23-02-2026
NOLSM58869714,3,photo_li,46.769631,I,365,504.897994,108.160848,7,50,23-02-2026
NOLSM0581878419,3,photo_li,41.664873,I,365,548.825947,107.624857,7,51,23-02-2026
NOLSM562557030,3,photo_li,38.46682,H,405,512.504845,107.745884,7,52,23-02-2026
NOLSM727506650,3,photo_li,34.331082,I,365,539.641572,106.865801,7,53,23-02-2026
NOLSM005701473494,3,photo_li,42.09738,I,365,494.33845,109.118471,7,54,23-02-2026
NOLSM5419336689,1,photo_li,,H,405,,,27,28,23-02-2026
NOLSM15181575243,1,photo_li,50.637713,H,405,496.065545,109.608166,27,29,23-02-2026
NOLSM49466130,1,photo_li,45.872055,H,405,501.616374,110.264912,27,30,23-02-2026
NOLSM443965921389,1,photo_li,46.63692,H,405,508.438749,109.774111,27,31,23-02-2026
NOLSM028620386450,1,photo_li,58.598638,H,405,507.939627,108.157499,27,32,23-02-2026
NOLSM46442477101,1,photo_li,53.936068,H,405,511.117518,108.261029,27,33,23-02-2026
NOLSM6273997145,1,photo_li,58.591763,H,405,506.700754,107.947477,27,34,23-02-2026
NOLSM08430234,1,photo_li,62.851608,H,405,523.313169,107.284083,27,35,23-02-2026
NOLSM497265999,1,photo_li,60.632723,H,405,516.445731,107.318286,27,36,23-02-2026
NOLSM5986600889,2,photo_li,64.919973,H,405,521.624069,107.253165,27,37,23-02-2026
NOLSM7802537860,2,photo_li,62.919495,H,405,521.663487,107.29473,27,38,23-02-2026
NOLSM083974444,2,photo_li,60.732656,H,405,521.507135,107.307829,27,39,23-02-2026
NOLSM5073511707,2,photo_li,54.538564,H,405,509.60215,108.442475,27,40,23-02-2026
NOLSM908038087,2,photo_li,58.749431,H,405,519.883804,108.312334,27,41,23-02-2026
NOLSM543939778297,2,photo_li,58.062098,H,405,520.93488,107.704942,27,42,23-02-2026
NOLSM1183418625,2,photo_li,60.999214,H,405,521.53177,107.667865,27,43,23-02-2026
NOLSM59957743489,2,photo_li,62.767177,H,405,508.069884,106.955309,27,44,23-02-2026
NOLSM2045786069,2,photo_li,55.052549,H,405,509.597593,108.363801,27,45,23-02-2026
NOLSM36809837,3,photo_li,57.794686,H,405,516.080011,107.699522,27,46,23-02-2026
NOLSM1772759895,3,photo_li,60.400903,H,405,520.207666,107.794211,27,47,23-02-2026
NOLSM099139868,3,photo_li,53.127839,H,405,508.626439,108.363236,27,48,23-02-2026
NOLSM87596104,3,photo_li,60.555014,H,405,520.41224,107.759616,27,49,23-02-2026
NOLSM6497556639,3,photo_li,60.90926,H,405,470.327467,107.723941,27,50,23-02-2026
NOLSM99757603681,3,photo_li,56.800285,H,405,473.146462,107.784202,27,51,23-02-2026
NOLSM885689795566,3,photo_li,61.019168,H,405,479.170833,107.725665,27,52,23-02-2026
NOLSM839892446,3,photo_li,60.90248,H,405,472.331523,107.685055,27,53,23-02-2026
NOLSM33053994830,3,photo_li,54.181361,H,405,473.560564,108.238093,27,54,23-02-2026
NOLSM8496239890,2,photo_li,36.718211,H,405,517.690085,105.311834,7,1,23-02-2026
NOLSM47963605823,3,photo_li,51.225284,I,365,484.045945,106.946998,7,2,23-02-2026
NOLSM44051054489,1,photo_li,41.144797,G,436,516.828008,106.857035,7,3,23-02-2026
NOLSM207447712,2,photo_li,35.788759,H,405,489.770882,105.877065,7,4,23-02-2026
NOLSM902368401,3,photo_li,41.929336,H,405,523.895588,105.72516,7,5,23-02-2026
NOLSM189610408,1,photo_li,35.549844,H,405,490.854847,109.57621,7,6,23-02-2026
NOLSM1524979147,2,photo_li,32.442093,I,365,547.227831,109.480334,7,7,23-02-2026
NOLSM99349212,3,photo_li,56.481725,H,405,542.053376,107.624505,7,8,23-02-2026
NOLSM4616566865,1,photo_li,42.600867,I,365,483.197426,111.105726,7,9,23-02-2026
NOLSM765367739,2,photo_li,46.769113,H,405,529.592302,107.434191,7,10,23-02-2026
NOLSM28263421,1,photo_li,33.549406,H,405,500.529723,107.795637,7,11,23-02-2026
NOLSM76670794781,2,photo_li,39.487861,I,365,504.529031,108.511324,7,12,23-02-2026
NOLSM5899754236,3,photo_li,36.128936,I,365,481.512855,106.240278,7,13,23-02-2026
NOLSM3215634786,1,photo_li,44.617052,H,405,533.41944,107.518986,7,14,23-02-2026
NOLSM024201769,3,photo_li,42.196154,G,436,514.057953,106.9518,7,15,23-02-2026
NOLSM3237868866,1,photo_li,58.535696,H,405,490.054014,107.931948,7,16,23-02-2026
NOLSM92705162949,3,photo_li,40.877742,I,365,512.236612,109.638293,7,17,23-02-2026
NOLSM048868323,1,photo_li,12.670487,G,436,507.811737,103.413465,7,18,23-02-2026
NOLSM448259411,2,photo_li,39.524998,I,365,498.217893,107.12121,7,19,23-02-2026
NOLSM36058149933,3,photo_li,39.997246,H,405,486.857102,108.219802,7,20,23-02-2026
NOLSM8212789476,1,photo_li,48.534393,G,436,478.691909,108.065353,7,21,23-02-2026
NOLSM83928760184,2,photo_li,61.131788,I,365,524.93861,108.83663,7,22,23-02-2026
NOLSM80745016,3,photo_li,46.871153,I,365,504.82561,108.165282,7,23,23-02-2026
NOLSM484256997,1,photo_li,41.619524,I,365,548.825159,107.652929,7,24,23-02-2026
NOLSM3931633755,2,photo_li,38.448881,H,405,512.587632,107.735018,7,25,23-02-2026
NOLSM8380806568,3,photo_li,34.270616,I,365,539.705731,106.871955,7,26,23-02-2026
NOLSM382980494,1,photo_li,42.13657,I,365,493.976343,109.117883,7,27,23-02-2026
NOLSM02865833,2,photo_li,,H,405,,,27,1,23-02-2026
NOLSM4496653618,3,photo_li,50.708145,H,405,495.862632,109.606053,27,2,23-02-2026
NOLSM915683791,1,photo_li,45.915702,H,405,501.505143,110.254167,27,3,23-02-2026
NOLSM78166742032,2,photo_li,46.575524,H,405,508.460193,109.772446,27,4,23-02-2026
NOLSM569671955,3,photo_li,58.621759,H,405,508.108097,108.156777,27,5,23-02-2026
NOLSM018735141,1,photo_li,53.929549,H,405,511.339607,108.271532,27,6,23-02-2026
NOLSM466823876783,2,photo_li,58.717684,H,405,506.838112,107.959541,27,7,23-02-2026
NOLSM863500870130,3,photo_li,62.845356,H,405,523.431945,107.2697,27,8,23-02-2026
NOLSM475531255,1,photo_li,60.574337,H,405,516.490796,107.305565,27,9,23-02-2026
NOLSM550547859329,2,photo_li,64.909352,H,405,521.637653,107.242209,27,10,23-02-2026
NOLSM06438697399,3,photo_li,63.052322,H,405,521.676478,107.284035,27,11,23-02-2026
NOLSM07026274244,1,photo_li,60.873475,H,405,521.518377,107.344708,27,12,23-02-2026
NOLSM85921286857,2,photo_li,54.440284,H,405,509.669382,108.450557,27,13,23-02-2026
NOLSM826816473,3,photo_li,58.862911,H,405,519.836044,108.308128,27,14,23-02-2026
NOLSM97572770,1,photo_li,57.957269,H,405,520.755612,107.710405,27,15,23-02-2026
NOLSM60225462027,3,photo_li,60.94876,H,405,521.634369,107.682703,27,16,23-02-2026
NOLSM275240586754,1,photo_li,62.7753,H,405,507.938496,106.952781,27,17,23-02-2026
NOLSM56874670761,2,photo_li,55.111215,H,405,509.251529,108.358243,27,18,23-02-2026
NOLSM520763018,1,photo_li,57.747826,H,405,515.906299,107.708527,27,19,23-02-2026
NOLSM27364453154,3,photo_li,60.399776,H,405,520.282312,107.804019,27,20,23-02-2026
NOLSM3223139197,1,photo_li,53.247829,H,405,508.680388,108.365538,27,21,23-02-2026
NOLSM463959350,2,photo_li,60.551698,H,405,520.627974,107.76472,27,22,23-02-2026
NOLSM998561119,3,photo_li,60.915537,H,405,516.580109,107.712961,27,23,23-02-2026
NOLSM823003173225,1,photo_li,56.811611,H,405,505.221607,107.787113,27,24,23-02-2026
NOLSM55577809742,2,photo_li,60.873233,H,405,519.976433,107.728358,27,25,23-02-2026
NOLSM9257918440,3,photo_li,60.90845,H,405,518.876616,107.699585,27,26,23-02-2026
NOLSM466349710539,1,photo_li,54.083802,H,405,513.001204,108.223709,27,27,23-02-2026
NOLSM6739517585,1,photo_li,47.010949,G,436,561.780881,107.765042,8,28,24-02-2026
NOLSM14803992000,1,photo_li,33.523564,I,365,517.453288,109.421007,8,29,24-02-2026
NOLSM14138213,1,photo_li,41.133764,I,365,502.028646,106.105437,8,30,24-02-2026
NOLSM34373131,1,photo_li,17.592847,H,405,496.308219,107.141199,8,31,24-02-2026
NOLSM78302607,1,photo_li,32.685299,H,405,502.862414,107.973752,8,32,24-02-2026
NOLSM74838023,1,photo_li,38.140806,H,405,515.210369,108.193725,8,33,24-02-2026
NOLSM9053304857,1,photo_li,51.556525,I,365,493.934114,110.284359,8,34,24-02-2026
NOLSM3866715627,1,photo_li,62.224678,I,365,516.412594,108.100197,8,35,24-02-2026
NOLSM09256154,1,photo_li,25.308922,G,436,501.7237,109.606065,8,36,24-02-2026
NOLSM96768098,2,photo_li,41.281798,H,405,523.512978,104.718054,8,37,24-02-2026
NOLSM2154337920,2,photo_li,44.470002,H,405,534.499359,109.303931,8,38,24-02-2026
NOLSM721031798901,2,photo_li,54.587262,G,436,540.138032,106.49797,8,39,24-02-2026
NOLSM961798785656,2,photo_li,38.787737,G,436,546.905132,107.452724,8,40,24-02-2026
NOLSM3821652565,2,photo_li,50.69496,I,365,517.493962,107.588865,8,41,24-02-2026
NOLSM08510174,2,photo_li,40.699977,G,436,521.506283,108.022093,8,42,24-02-2026
NOLSM316401536,2,photo_li,54.469571,H,405,524.05429,107.746811,8,43,24-02-2026
NOLSM157040565,2,photo_li,44.930203,G,436,536.458924,108.181665,8,44,24-02-2026
NOLSM827264038721,2,photo_li,46.160184,I,365,518.632166,105.768865,8,45,24-02-2026
NOLSM8086141464,3,photo_li,36.375489,G,436,509.610929,107.251344,8,46,24-02-2026
NOLSM495415513,3,photo_li,35.491869,G,436,509.532884,106.469328,8,47,24-02-2026
NOLSM05649732,3,photo_li,35.171598,I,365,462.990564,107.411984,8,48,24-02-2026
NOLSM07477476236,3,photo_li,52.317444,H,405,508.333704,110.093,8,49,24-02-2026
NOLSM51129622395,3,photo_li,56.390989,H,405,512.939109,107.543478,8,50,24-02-2026
NOLSM57755216,3,photo_li,45.949429,G,436,526.023626,108.376512,8,51,24-02-2026
NOLSM543089313,3,photo_li,57.405477,H,405,566.359812,107.715976,8,52,24-02-2026
NOLSM416273424816,3,photo_li,55.905403,H,405,516.813195,109.631938,8,53,24-02-2026
NOLSM723919828,3,photo_li,45.703693,G,436,531.913822,110.372095,8,54,24-02-2026
NOLSM652625742579,1,photo_li,52.068846,H,405,482.36411,108.785968,28,28,24-02-2026
NOLSM4899217683,1,photo_li,54.150372,H,405,469.99219,108.942086,28,29,24-02-2026
NOLSM9404202449,1,photo_li,55.025143,H,405,480.915661,108.054548,28,30,24-02-2026
NOLSM70642327321,1,photo_li,53.748652,H,405,471.320447,108.591381,28,31,24-02-2026
NOLSM6594702110,1,photo_li,57.935316,H,405,469.476653,108.682096,28,32,24-02-2026
NOLSM428595951997,1,photo_li,47.806063,H,405,472.478002,109.244533,28,33,24-02-2026
NOLSM298162545721,1,photo_li,48.07519,H,405,470.567581,109.358503,28,34,24-02-2026
NOLSM19047133,1,photo_li,43.908132,I,365,460.734974,109.964458,28,35,24-02-2026
NOLSM6082594388,1,photo_li,54.97779,I,365,472.713317,109.052447,28,36,24-02-2026
NOLSM69840745,2,photo_li,45.502437,I,365,473.834163,108.76861,28,37,24-02-2026
NOLSM660624947,2,photo_li,41.806004,I,365,472.215683,108.643556,28,38,24-02-2026
NOLSM433498578364,2,photo_li,48.629133,I,365,472.903793,108.627326,28,39,24-02-2026
NOLSM62068169129,2,photo_li,46.940688,I,365,477.723197,108.502245,28,40,24-02-2026
NOLSM92352816512,2,photo_li,38.499051,I,365,470.470505,108.453097,28,41,24-02-2026
NOLSM300273079,2,photo_li,46.576205,I,365,469.082322,108.284453,28,42,24-02-2026
NOLSM99509921,2,photo_li,39.675141,I,365,469.596091,108.363041,28,43,24-02-2026
NOLSM14356117846,2,photo_li,38.205232,I,365,476.445221,107.953632,28,44,24-02-2026
NOLSM807998896924,2,photo_li,43.72644,I,365,476.966176,107.965886,28,45,24-02-2026
NOLSM192960243255,3,photo_li,35.727866,I,365,464.815416,107.974601,28,46,24-02-2026
NOLSM85899153142,3,photo_li,40.974668,I,365,479.297306,107.888038,28,47,24-02-2026
NOLSM7334565683,3,photo_li,45.539982,I,365,478.777097,107.922464,28,48,24-02-2026
NOLSM086397610,3,photo_li,24.292815,I,365,463.886227,106.200608,28,49,24-02-2026
NOLSM69034442,3,photo_li,36.719773,I,365,478.161546,106.86073,28,50,24-02-2026
NOLSM346477243473,3,photo_li,30.582477,I,365,466.645572,106.905399,28,51,24-02-2026
NOLSM625833552027,3,photo_li,40.697652,I,365,471.691719,108.043174,28,52,24-02-2026
NOLSM821404935,3,photo_li,37.599744,I,365,465.602234,108.265973,28,53,24-02-2026
NOLSM48471222566,3,photo_li,24.546103,I,365,465.160481,106.119349,28,54,24-02-2026
NOLSM62052228342,2,photo_li,47.023672,G,436,561.743658,107.759747,8,1,24-02-2026
NOLSM030663496,3,photo_li,33.468245,I,365,517.565508,109.42161,8,2,24-02-2026
NOLSM533191343213,1,photo_li,41.0535,I,365,501.656299,106.097604,8,3,24-02-2026
NOLSM4005430632,2,photo_li,17.632604,H,405,496.216134,107.129274,8,4,24-02-2026
NOLSM903758004,3,photo_li,32.711022,H,405,502.815623,107.958347,8,5,24-02-2026
NOLSM5273189752,1,photo_li,38.076409,H,405,514.915644,108.194719,8,6,24-02-2026
NOLSM330897652,2,photo_li,51.541885,I,365,493.96708,110.283065,8,7,24-02-2026
NOLSM16190537085,3,photo_li,62.309751,I,365,516.133381,108.105826,8,8,24-02-2026
NOLSM744466969,1,photo_li,25.357561,G,436,501.643742,109.594999,8,9,24-02-2026
NOLSM701639988,2,photo_li,41.28202,H,405,523.581716,104.721221,8,10,24-02-2026
NOLSM2897056710,3,photo_li,44.404103,H,405,534.320405,109.305977,8,11,24-02-2026
NOLSM01235783044,1,photo_li,54.625368,G,436,540.099088,106.492742,8,12,24-02-2026
NOLSM54994704,2,photo_li,38.97609,G,436,546.999578,107.4523,8,13,24-02-2026
NOLSM66976877,3,photo_li,50.613416,I,365,517.460484,107.584683,8,14,24-02-2026
NOLSM9330518009,1,photo_li,40.564438,G,436,521.66153,108.042673,8,15,24-02-2026
NOLSM5029184517,3,photo_li,54.573515,H,405,524.233523,107.743713,8,16,24-02-2026
NOLSM7706171316,1,photo_li,44.87564,G,436,536.528494,108.189873,8,17,24-02-2026
NOLSM847125697267,2,photo_li,46.301811,I,365,518.616182,105.781026,8,18,24-02-2026
NOLSM535821462,3,photo_li,36.384326,G,436,509.497443,107.268416,8,19,24-02-2026
NOLSM361612465650,1,photo_li,35.426777,G,436,509.330013,106.458975,8,20,24-02-2026
NOLSM063407320327,3,photo_li,35.095495,I,365,462.790256,107.415984,8,21,24-02-2026
NOLSM48066538,1,photo_li,52.356357,H,405,508.53224,110.118749,8,22,24-02-2026
NOLSM0121564465,2,photo_li,56.304576,H,405,512.811391,107.535905,8,23,24-02-2026
NOLSM78110638566,3,photo_li,46.147413,G,436,525.969443,108.383854,8,24,24-02-2026
NOLSM22972714464,1,photo_li,57.450433,H,405,566.592524,107.714611,8,25,24-02-2026
NOLSM28023597,2,photo_li,55.956253,H,405,516.992758,109.628762,8,26,24-02-2026
NOLSM9356235060,3,photo_li,45.666663,G,436,532.36751,110.354606,8,27,24-02-2026
NOLSM9898831634,2,photo_li,52.136232,H,405,518.670461,108.799773,28,1,24-02-2026
NOLSM95629196,3,photo_li,54.165635,H,405,501.164124,108.944535,28,2,24-02-2026
NOLSM12343920,1,photo_li,55.014541,H,405,506.042957,108.05498,28,3,24-02-2026
NOLSM95112779999,2,photo_li,53.745223,H,405,521.132202,108.587265,28,4,24-02-2026
NOLSM7610570209,3,photo_li,58.027353,H,405,518.600618,108.692118,28,5,24-02-2026
NOLSM67829154,1,photo_li,47.848677,H,405,514.886475,109.237338,28,6,24-02-2026
NOLSM55218735272,2,photo_li,48.01456,H,405,510.971078,109.345462,28,7,24-02-2026
NOLSM628271802,3,photo_li,43.902445,I,365,464.999712,109.979723,28,8,24-02-2026
NOLSM1647176419,1,photo_li,54.912494,I,365,478.872709,109.046594,28,9,24-02-2026
NOLSM6933758145,2,photo_li,45.446621,I,365,472.378637,108.756295,28,10,24-02-2026
NOLSM66302124041,3,photo_li,41.937789,I,365,474.500263,108.643771,28,11,24-02-2026
NOLSM58959174898,1,photo_li,48.599101,I,365,473.715322,108.62327,28,12,24-02-2026
NOLSM08874495084,2,photo_li,46.777308,I,365,478.706368,108.508335,28,13,24-02-2026
NOLSM7425638391,3,photo_li,38.566307,I,365,466.062787,108.454874,28,14,24-02-2026
NOLSM33901268,1,photo_li,46.586045,I,365,475.002553,108.284328,28,15,24-02-2026
NOLSM43165678944,2,photo_li,39.816134,I,365,467.210469,108.350913,28,16,24-02-2026
NOLSM26461888498,3,photo_li,38.181114,I,365,470.344097,107.954916,28,17,24-02-2026
NOLSM19445709,1,photo_li,43.646171,I,365,474.653648,107.966213,28,18,24-02-2026
NOLSM83740874378,2,photo_li,35.810914,I,365,464.207846,107.986523,28,19,24-02-2026
NOLSM65292047576,3,photo_li,40.822141,I,365,479.267377,107.898242,28,20,24-02-2026
NOLSM734744568,1,photo_li,45.702101,I,365,478.659841,107.908558,28,21,24-02-2026
NOLSM6593918944,2,photo_li,24.244105,I,365,464.256916,106.19152,28,22,24-02-2026
NOLSM2204218952,3,photo_li,36.656339,I,365,478.281304,106.853533,28,23,24-02-2026
NOLSM88017026741,1,photo_li,30.661048,I,365,466.771805,106.901435,28,24,24-02-2026
NOLSM8960286158,2,photo_li,40.630659,I,365,471.669507,108.051276,28,25,24-02-2026
NOLSM91263647746,3,photo_li,37.713752,I,365,465.430293,108.274408,28,26,24-02-2026
NOLSM5784607205,2,photo_li,24.580966,I,365,465.041502,106.141182,28,27,24-02-2026
NOLSM720247883742,1,photo_li,36.724111,H,405,516.449588,108.439526,9,28,25-02-2026
NOLSM150548656940,1,photo_li,38.872772,H,405,515.045738,108.105955,9,29,25-02-2026
NOLSM43540137,1,photo_li,37.862024,I,365,531.438227,107.917473,9,30,25-02-2026
NOLSM617438537291,1,photo_li,32.554116,G,436,505.580475,106.32048,9,31,25-02-2026
NOLSM33981067213,1,photo_li,43.913389,G,436,522.686558,108.141298,9,32,25-02-2026
NOLSM149478102,1,photo_li,53.575258,G,436,515.369293,109.816179,9,33,25-02-2026
NOLSM771830154685,1,photo_li,27.098878,G,436,473.207841,109.918555,9,34,25-02-2026
NOLSM616708784,1,photo_li,39.272341,G,436,521.626701,106.105886,9,35,25-02-2026
NOLSM308333131769,1,photo_li,39.889816,H,405,551.328534,108.192511,9,36,25-02-2026
NOLSM110550055,2,photo_li,42.19516,I,365,567.454682,108.402957,9,37,25-02-2026
NOLSM28502021426,2,photo_li,42.594338,H,405,539.217743,106.160107,9,38,25-02-2026
NOLSM996926019,2,photo_li,52.728353,I,365,527.92723,108.310199,9,39,25-02-2026
NOLSM81156132,2,photo_li,43.137148,G,436,543.572318,110.242041,9,40,25-02-2026
NOLSM481475397238,2,photo_li,41.154296,I,365,526.948417,108.188254,9,41,25-02-2026
NOLSM518768448480,2,photo_li,8.038303,G,436,518.856404,104.842123,9,42,25-02-2026
NOLSM972741836,2,photo_li,37.519553,I,365,506.54381,108.550197,9,43,25-02-2026
NOLSM76563904795,2,photo_li,29.573839,I,365,522.511683,110.312378,9,44,25-02-2026
NOLSM194921231335,2,photo_li,24.007973,I,365,559.513076,105.751772,9,45,25-02-2026
NOLSM46628661922,3,photo_li,44.961242,G,436,536.790818,108.007927,9,46,25-02-2026
NOLSM53305777495,3,photo_li,47.170585,I,365,505.606252,106.899921,9,47,25-02-2026
NOLSM333355487958,3,photo_li,34.202335,H,405,539.821371,108.305077,9,48,25-02-2026
NOLSM935376495618,3,photo_li,29.495622,I,365,513.748928,108.046972,9,49,25-02-2026
NOLSM211200697560,3,photo_li,41.378713,G,436,491.950819,106.962674,9,50,25-02-2026
NOLSM84653039,3,photo_li,33.648692,G,436,497.520517,106.37544,9,51,25-02-2026
NOLSM701719822,3,photo_li,30.033752,G,436,521.961937,108.359678,9,52,25-02-2026
NOLSM8735734676,3,photo_li,76.238168,H,405,495.882407,109.116802,9,53,25-02-2026
NOLSM05431081855,3,photo_li,35.605424,G,436,522.469129,105.311655,9,54,25-02-2026
NOLSM526938492,1,photo_li,35.657731,I,365,474.858375,106.913994,29,28,25-02-2026
NOLSM03993873,1,photo_li,39.337816,I,365,479.370573,106.961982,29,29,25-02-2026
NOLSM730403660,1,photo_li,30.333096,I,365,464.851572,107.071135,29,30,25-02-2026
NOLSM14501655,1,photo_li,35.195964,I,365,472.961773,106.953676,29,31,25-02-2026
NOLSM881149622,1,photo_li,33.363942,I,365,476.257752,106.386552,29,32,25-02-2026
NOLSM22766918528,1,photo_li,22.925954,I,365,466.651799,105.637466,29,33,25-02-2026
NOLSM59577563,1,photo_li,29.105735,I,365,470.725329,105.862218,29,34,25-02-2026
NOLSM37716017,1,photo_li,32.192532,I,365,480.863682,105.674914,29,35,25-02-2026
NOLSM9321532292,1,photo_li,20.117414,I,365,469.354187,104.734726,29,36,25-02-2026
NOLSM78840940897,2,photo_li,25.01343,I,365,474.418777,104.607612,29,37,25-02-2026
NOLSM138874682,2,photo_li,18.909716,I,365,467.026505,104.442694,29,38,25-02-2026
NOLSM18654624146,2,photo_li,17.99672,I,365,467.494622,104.535747,29,39,25-02-2026
NOLSM9682746003,2,photo_li,23.758096,I,365,468.625329,104.890122,29,40,25-02-2026
NOLSM925240262461,2,photo_li,34.603273,I,365,484.818201,105.567607,29,41,25-02-2026
NOLSM3488383190,2,photo_li,28.804653,I,365,468.979903,106.350693,29,42,25-02-2026
NOLSM77758343414,2,photo_li,29.703651,I,365,473.699213,106.064458,29,43,25-02-2026
NOLSM786651998,2,photo_li,20.015178,I,365,463.82235,105.45478,29,44,25-02-2026
NOLSM504591634243,2,photo_li,36.248131,I,365,480.298643,106.585831,29,45,25-02-2026
NOLSM95129068162,3,photo_li,35.280731,I,365,470.647206,107.22654,29,46,25-02-2026
NOLSM573127654405,3,photo_li,42.596322,I,365,484.996229,107.202991,29,47,25-02-2026
NOLSM879052585755,3,photo_li,38.148284,I,365,483.724231,106.763962,29,48,25-02-2026
NOLSM9373608986,3,photo_li,34.66542,I,365,474.155279,106.79716,29,49,25-02-2026
NOLSM996025448,3,photo_li,35.688944,I,365,478.250594,106.620193,29,50,25-02-2026
NOLSM1893484611,3,photo_li,39.517738,I,365,486.161038,106.25425,29,51,25-02-2026
NOLSM71960895095,3,photo_li,32.27835,I,365,474.500428,106.162099,29,52,25-02-2026
NOLSM443683111633,3,photo_li,20.93679,I,365,466.123569,105.08742,29,53,25-02-2026
NOLSM35136817,3,photo_li,31.980664,I,365,481.548208,105.568803,29,54,25-02-2026
NOLSM068813061,1,photo_li,36.740964,H,405,516.631868,108.467285,9,1,25-02-2026
NOLSM10651322230,2,photo_li,38.876422,H,405,514.995939,108.101,9,2,25-02-2026
NOLSM64284928,3,photo_li,37.666782,I,365,531.446345,107.908088,9,3,25-02-2026
NOLSM84517206,1,photo_li,32.62135,G,436,505.932464,106.313563,9,4,25-02-2026
NOLSM23408610122,2,photo_li,44.052593,G,436,522.58377,108.134563,9,5,25-02-2026
NOLSM825370368071,3,photo_li,53.576208,G,436,515.480755,109.819271,9,6,25-02-2026
NOLSM37162847408,1,photo_li,27.159464,G,436,473.218234,109.915354,9,7,25-02-2026
NOLSM636498135,3,photo_li,39.376634,G,436,521.742089,106.111897,9,8,25-02-2026
NOLSM4088233975,1,photo_li,39.926078,H,405,551.45544,108.195036,9,9,25-02-2026
NOLSM302372403,2,photo_li,42.207063,I,365,567.773567,108.396599,9,10,25-02-2026
NOLSM342514348,3,photo_li,42.475535,H,405,539.256978,106.160552,9,11,25-02-2026
NOLSM7847198145,1,photo_li,52.659315,I,365,527.544009,108.318189,9,12,25-02-2026
NOLSM79241274248,2,photo_li,43.11286,G,436,543.537071,110.234166,9,13,25-02-2026
NOLSM9674252812,3,photo_li,41.01772,I,365,526.844935,108.186308,9,14,25-02-2026
NOLSM744438577,1,photo_li,8.024153,G,436,518.899516,104.843815,9,15,25-02-2026
NOLSM817268473005,2,photo_li,37.666414,I,365,506.602912,108.551275,9,16,25-02-2026
NOLSM132827607,3,photo_li,29.642,I,365,522.402005,110.303464,9,17,25-02-2026
NOLSM79906841,1,photo_li,23.944255,I,365,559.566305,105.76668,9,18,25-02-2026
NOLSM64753057,2,photo_li,45.098312,G,436,536.738465,107.997837,9,19,25-02-2026
NOLSM6680472408,3,photo_li,47.329473,I,365,505.648097,106.885407,9,20,25-02-2026
NOLSM42164921959,1,photo_li,34.095436,H,405,539.6944,108.306968,9,21,25-02-2026
NOLSM8020613373,2,photo_li,29.491923,I,365,514.137331,108.05237,9,22,25-02-2026
NOLSM9245646345,3,photo_li,41.377252,G,436,491.793069,106.956965,9,23,25-02-2026
NOLSM59062516,2,photo_li,33.732883,G,436,497.351745,106.378279,9,24,25-02-2026
NOLSM18861431,3,photo_li,30.216002,G,436,522.021425,108.363248,9,25,25-02-2026
NOLSM974711297,1,photo_li,76.229038,H,405,495.786941,109.116861,9,26,25-02-2026
NOLSM0632450852,2,photo_li,35.618747,G,436,522.164116,105.301211,9,27,25-02-2026
NOLSM81955251,3,photo_li,35.746773,I,365,475.081096,106.888634,29,1,25-02-2026
NOLSM050885584843,1,photo_li,39.279116,I,365,479.428185,106.964974,29,2,25-02-2026
NOLSM109205686,2,photo_li,30.539657,I,365,465.015358,107.072874,29,3,25-02-2026
NOLSM37308208994,3,photo_li,35.163546,I,365,473.05455,106.953146,29,4,25-02-2026
NOLSM82564795567,1,photo_li,33.538451,I,365,476.295554,106.400456,29,5,25-02-2026
NOLSM16800640019,2,photo_li,23.042911,I,365,466.7838,105.633285,29,6,25-02-2026
NOLSM28595697,3,photo_li,29.171887,I,365,470.977533,105.862959,29,7,25-02-2026
