기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
202402,X3893160764540191598,Y2457360565249169370,202007,4900,기타,신용도판단,대출연체,기타
202403,X3893160764540191598,Y2457360565249169370,202007,4900,기타,신용도판단,대출연체,기타
202404,X3893160764540191598,Y2457360565249169370,202007,4900,기타,신용도판단,대출연체,기타
202312,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202401,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202402,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202403,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202404,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202405,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202406,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202407,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202408,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202409,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202410,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202411,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202412,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202501,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202502,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202503,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202504,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202505,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202506,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202507,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202508,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202509,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202510,X3897310395376939750,Y3836731363778290441,202112,1800,기타,신용도판단,지금보증대지급,기타
202312,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202401,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202402,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202403,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202404,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202405,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202406,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202407,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202408,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202409,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202410,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202411,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202412,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202501,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202502,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202503,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202504,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202505,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202506,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202507,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202508,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202509,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202510,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202511,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202512,X3976226071239518375,Y1417444180337401055,201901,5000,은행,신용도판단,대출연체,원금이자연체
202402,X4123184595947614306,X2755048516582998356,202402,7600,신용카드사,신용도판단,대출연체,카드대출연체
202403,X4123184595947614306,X2755048516582998356,202402,7600,신용카드사,신용도판단,대출연체,카드대출연체
202404,X4123184595947614306,X2755048516582998356,202402,7600,신용카드사,신용도판단,대출연체,카드대출연체
202405,X4123184595947614306,X2755048516582998356,202405,12000,신용카드사,신용도판단,대출연체,카드대출연체
202405,X4123184595947614306,X2755048516582998356,202402,7600,신용카드사,신용도판단,대출연체,카드대출연체
202406,X4123184595947614306,X2755048516582998356,202405,12000,신용카드사,신용도판단,대출연체,카드대출연체
202406,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,X4123184595947614306,X2755048516582998356,202405,12000,신용카드사,신용도판단,대출연체,카드대출연체
202407,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202408,X4123184595947614306,X2755048516582998356,202405,12000,신용카드사,신용도판단,대출연체,카드대출연체
202408,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202409,X4123184595947614306,X2755048516582998356,202405,12000,신용카드사,신용도판단,대출연체,카드대출연체
202409,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202410,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202412,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,X4123184595947614306,Y7403767789590642390,202509,1900,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,X4123184595947614306,Y7403767789590642390,202509,1900,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,X4123184595947614306,Y7403767789590642390,202509,1900,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,X4123184595947614306,X5558811447669742248,202406,4000,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,X4123184595947614306,Y7403767789590642390,202509,1900,신용카드사,신용도판단,대출연체,신용카드대금연체
202312,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202401,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202402,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202403,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202404,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202405,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202406,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202407,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202408,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202409,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202410,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202411,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202412,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202501,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202502,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202503,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202504,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202505,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202506,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202507,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202508,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202509,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202510,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202511,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202512,X4204374753400982891,X3164647710083028587,202301,2400,은행,신용도판단,대출연체,신용카드대금연체
202502,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202503,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202504,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202505,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202506,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202507,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202508,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202509,X4294635325197046439,Y4464804034811326722,202502,12000,기타,신용도판단,대출연체,원금이자연체
202312,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202401,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202402,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202403,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202404,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202405,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202406,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202407,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202408,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202409,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202410,X4341374878613072600,X1982281833978523471,202306,110000,은행,신용도판단,대출연체,원금이자연체
202510,X4341374878613072600,X2983698580191295106,202510,5700,기타,신용도판단,지금보증대지급,기타
202511,X4341374878613072600,X2983698580191295106,202510,5700,기타,신용도판단,지금보증대지급,기타
202512,X4341374878613072600,X2983698580191295106,202510,5700,기타,신용도판단,지금보증대지급,기타
202312,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202401,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202402,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202403,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202404,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202405,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202406,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202407,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202408,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202409,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202410,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202411,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202412,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202412,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202501,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202501,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202502,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202502,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202503,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202503,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202504,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202504,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202505,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202505,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202506,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202506,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202507,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202507,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202508,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202508,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202509,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202509,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202510,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202510,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202511,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202511,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202512,X4349793679345124048,Y2450189982562433844,202105,2000,상호저축,신용도판단,대출연체,원금이자연체
202512,X4349793679345124048,Y5296806542198598215,202412,2100,기타,신용도판단,지금보증대지급,신용보증대지급
202312,X4363559724990332378,Y8798858923081194552,201702,14000,상호금융,신용도판단,대출연체,원금이자연체
202504,X4372866206584033492,X1963754310957921508,202504,11000,신용카드사,신용도판단,대출연체,카드대출연체
202505,X4372866206584033492,X1963754310957921508,202504,11000,신용카드사,신용도판단,대출연체,카드대출연체
202505,X4372866206584033492,Y5185052094536258128,202505,3300,신용카드사,신용도판단,대출연체,카드대출연체
202506,X4372866206584033492,X1963754310957921508,202504,11000,신용카드사,신용도판단,대출연체,카드대출연체
202506,X4372866206584033492,Y5185052094536258128,202505,3300,신용카드사,신용도판단,대출연체,카드대출연체
202507,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202507,X4372866206584033492,Y5185052094536258128,202505,3300,신용카드사,신용도판단,대출연체,카드대출연체
202508,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202508,X4372866206584033492,Y5185052094536258128,202505,3300,신용카드사,신용도판단,대출연체,카드대출연체
202509,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202510,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202511,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202511,X4372866206584033492,Y4865775442391229900,202511,3000,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,X4372866206584033492,X8587763671582969624,202507,11000,기타,신용도판단,지금보증대지급,지금보증대지급
202512,X4372866206584033492,Y4865775442391229900,202511,3000,신용카드사,신용도판단,대출연체,신용카드대금연체
202312,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202312,X4383136684353870112,Y8493077894631379085,201705,4000,상호저축,신용도판단,대출연체,원금이자연체
202401,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202401,X4383136684353870112,X6082361534505064318,202401,3000,상호저축,신용도판단,대출연체,원금이자연체
202401,X4383136684353870112,Y8493077894631379085,201705,4000,상호저축,신용도판단,대출연체,원금이자연체
202402,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202402,X4383136684353870112,Y8493077894631379085,201705,4000,상호저축,신용도판단,대출연체,원금이자연체
202403,X4383136684353870112,X5071021065228368435,202403,7900,기타,신용도판단,지금보증대지급,신용보증대지급
202403,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202403,X4383136684353870112,Y8493077894631379085,201705,4000,상호저축,신용도판단,대출연체,원금이자연체
202404,X4383136684353870112,X5071021065228368435,202403,7900,기타,신용도판단,지금보증대지급,신용보증대지급
202404,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202405,X4383136684353870112,X5071021065228368435,202403,7900,기타,신용도판단,지금보증대지급,신용보증대지급
202405,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202406,X4383136684353870112,X5071021065228368435,202403,7900,기타,신용도판단,지금보증대지급,신용보증대지급
202406,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202407,X4383136684353870112,X5071021065228368435,202403,7900,기타,신용도판단,지금보증대지급,신용보증대지급
202407,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202408,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202409,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202410,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202411,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202411,X4383136684353870112,X6704474590674473766,202411,17000,상호저축,신용도판단,대출연체,원금이자연체
202412,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202412,X4383136684353870112,X6704474590674473766,202411,17000,상호저축,신용도판단,대출연체,원금이자연체
202501,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202501,X4383136684353870112,X6704474590674473766,202411,17000,상호저축,신용도판단,대출연체,원금이자연체
202502,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202502,X4383136684353870112,X6704474590674473766,202411,17000,상호저축,신용도판단,대출연체,원금이자연체
202503,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202504,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202505,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202506,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202507,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202508,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202509,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202510,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202511,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202512,X4383136684353870112,X6022326564943908598,202109,8300,캐피탈,신용도판단,대출연체,원금이자연체
202312,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202312,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202312,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202312,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202401,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202401,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202401,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202401,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202402,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202402,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202402,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202402,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202403,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202403,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202403,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202403,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202404,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202404,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202404,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202404,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202405,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202405,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202405,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202405,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202406,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202406,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202406,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202406,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202407,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202407,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202407,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202408,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202408,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202408,X4455690546841881972,Y5965554858930843863,202201,610,은행,신용도판단,대출연체,신용카드대금연체
202408,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202409,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202409,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202409,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202410,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202410,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202410,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202411,X4455690546841881972,X2038734854056183489,202107,2700,상호저축,신용도판단,대출연체,원금이자연체
202411,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202412,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202412,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202501,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202502,X4455690546841881972,X6025684508550581885,202107,500,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
202503,X4455690546841881972,Y6920409474653517862,202205,1200,캐피탈,신용도판단,대출연체,카드대출연체
